Lukulu  Sunday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Lukulu  Sunday
20:45  -  20:59,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:30  -  12:44,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:30  -  6:44,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:15  -  22:29,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:45  -  15:59,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:00  -  9:14,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:15  -  14:29,134854043,Western,Lukulu,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,25 – 34,"6:00  -  6:14,6:30  -  6:44,7:45  -  7:59,9:00  -  9:14,12:30  -  12:44,14:15  -  14:29,15:45  -  15:59,16:00  -  16:14,16:45  -  16:59,17:00  -  17:14,17:30  -  17:44,18:15  -  18:29,18:45  -  18:59,19:15  -  19:29,19:45  -  19:59,20:00  -  20:14,20:45  -  20:59,21:30  -  21:44,21:45  -  21:59,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:15  -  16:29,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:30  -  17:44,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:15  -  6:29,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:45  -  16:59,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:00  -  16:14,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:15  -  17:29,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:15  -  7:29,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:45  -  6:59,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:45  -  17:59,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:30  -  6:44,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:30  -  16:44,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
15:45  -  15:59,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,134854187,Western,Lukulu,Rural,Male,3,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,15:45  -  15:59,16:00  -  16:14,16:15  -  16:29,16:30  -  16:44,16:45  -  16:59,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:00  -  11:14,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:30  -  17:44,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:15  -  6:29,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:15  -  11:29,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:30  -  16:44,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
