SbjNum,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Large Billboards(pic of Super Sign),Internally illuminated sign (pic of Citilite),Building wrap/construction site wrap,On sides of vehicles,Billboards at airports,(Inside & Outside),Inside buses,Outside of buses,On bus shelters,Street Pole adverts,Street Furniture-Roadstars,Dustbins/Litterbins,Inside a store/ shop,Suburban signs,Inside trains,On shopping trolleys,Neon sign,Digital Billboard,Billboards make the environment look colourful,I trust a brand/product that is advertised on a billboard,I’m more likely to buy a brand/product that is advertised on a billboard,I find brand/product information on a billboard useful,Billboards too close to each other make the environment look cluttered or messy,I remember the billboard adverts when I see the product/brand on the shelf in a store
60516539,Yesterday,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Longer Ago,Longer Ago,Longer Ago,topstar adverts,lotto draws,mobile companies,boom,,,boom,boom adverts,Go TV,mobile adverts,dont remember,keep zambia clean,dont remember,dont remember,,dont remember,dont remember,,Agree,Strongly Agree,Disagree,Agree,Agree,Agree
60519020,Past 3 months,Longer Ago,Past 4 Weeks,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Past 7 Days,Past 3 months,Past 3 months,Past 7 Days,Not seen,Longer Ago,Past 7 Days,can't remember,can't remember,can't remember,can't remember,cheap air tickets,,,,,can't remember,,can't remember,can't remember,can't remember,can't remember,,can't remember,can't remember,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree
60519021,Past 7 Days,Longer Ago,Longer Ago,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 3 months,Not seen,Past 4 Weeks,Past 4 Weeks,Longer Ago,Past 4 Weeks,Past 3 months,Past 3 months,can't remember,can't remember,can't remember, trade kings (boom soap),tickets on promotion,can't remember,trade kings (boom soap),Airtel soche,Airtel money,mtn money,can't remember,,airtime money,can't remember,can't remember,can't remember,can't remember,can't remember,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Agree
60519022,Past 7 Days,Not seen,Not seen,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Past 3 months,Past 4 Weeks,Not seen,Past 4 Weeks,Not seen,Past 3 months,Airtel money,,,Airtel money,can't remember can't,can't remember,iPhones,can't remember,can't remember,trade kings (On soap),,,phones,can't remember,,can't remember,,can't remember,Agree,Agree,Agree,Agree,Disagree,Agree
60519023,Longer Ago,Longer Ago,Longer Ago,Past 4 Weeks,Not seen,Not seen,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Past 3 months,Not seen,Not seen,Longer Ago,Not seen,Not seen,can't remember,can't remember,can't remember,Airtel money,,,Airtel soche,can't remember,can't remember,can't remember,,,can't remember,,,can't remember,,,Agree,Agree,DK (DON’T READ),Disagree,Disagree,Agree
60519024,Past 4 Weeks,Not seen,Past 3 months,Past 4 Weeks,Past 4 Weeks,Past 3 months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Past 7 Days,Not seen,Not seen,Past 4 Weeks,Not seen,Past 4 Weeks,zra head quarter,,can't remember,Airtel phones,can't remember,Zamtel mobile money,Airtel mobile money,mtn mobile money,go tv subscription,MTN mobile money,,can't remember,Airtel Money,,,shoprite,,take away (food),Agree,Agree,Agree,Agree,Strongly Disagree,Agree
60524230,Past 4 Weeks,Not seen,Not seen,Past 3 months,Not seen,Not seen,Past 4 Weeks,Past 3 months,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Not seen,Longer Ago,Longer Ago,Not seen,mtn,,,boom,,,cabana drink,mtn,fruit drink,fruit drink,none,none,airtel,can't remember,,can't remember,can't remember,,Agree,Agree,Disagree,Agree,Agree,Disagree
60524231,Past 7 Days,Not seen,Not seen,Past 3 months,Not seen,Not seen,Past 3 months,Past 3 months,Past 4 Weeks,Past 3 months,Past 3 months,Past 3 months,Past 4 Weeks,Past 4 Weeks,Past 3 months,Past 4 Weeks,Longer Ago,Longer Ago,farm products,,,puma,,,sweets,sweets,sweets,boom,can't remember,can't remember,Yes drink,can't remember,can't remember,can't remember,can't remember,can't remember,Agree,Agree,Agree,Agree,Disagree,Agree
60524419,Yesterday,Not seen,Longer Ago,Not seen,Longer Ago,Not seen,Past 4 Weeks,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Longer Ago,advertising on HIV,,shopping complex,,I don't remember,,boom powder,boom powder,,,,,,,,,good,I don't remember,Agree,Disagree,Agree,Agree,Agree,Agree
60524420,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Not seen,Yesterday,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,JS butchery,BN restaurant,wonderful world,I don't remember,I don't remember,,I don't remember,boom detergent,mtn,I don't remember,,,,,,,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree
60524421,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,trade kings advert,,,,,,Airtel,,,,,Mtn,,,,,,,Agree,Agree,Agree,Agree,Agree,Disagree
60524422,Yesterday,Not seen,Past 7 Days,Past 7 Days,Not seen,Not seen,Past 7 Days,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,advert about a concert,,I don't remember,I don't remember,,,advert about a concert,I don't remember,advertising boom,,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Disagree
60524423,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,avocado energy drink,,,gull sport betting with fashion sakala,,,,,,,,,,,,,,,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree
60525354,Yesterday,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Yesterday,Not seen,Yesterday,MTN,,,Topstar,,,,Topstar,Trade Kings,GoTv,,,Choppies,,,Choppies and Shoprite,,Shoprite,Agree,Agree,Disagree,Agree,Disagree,Agree
60525355,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60525356,Past 4 Weeks,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,I can't remember,,I can't remember,,,,,,,,,I can't remember,,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60525357,Longer Ago,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,0,,,Topstar,,,,,,Airtel,,,,,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Agree
60526753,Yesterday,Yesterday,Yesterday,Yesterday,Longer Ago,Not seen,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Past 7 Days,Not seen,Past 4 Weeks,ShopRite advertisement,,,,,,,,,,,,,,,,,Lotto,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60528190,Yesterday,Not seen,Longer Ago,Past 7 Days,Not seen,Longer Ago,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Not seen,Past 7 Days,Yesterday,Not seen,Not seen,Not seen,Not seen,Longer Ago,airtel money,,RATSA,airtel money,,can't remember,airtel,MTN and airtel,MTN,pf,,can't remember,boom,,,,,can't remember,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree
60528191,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Longer Ago,Not seen,Yesterday,Longer Ago,Not seen,Not seen,Not seen,Past 3 months,Toyota,,,zamtel,,,Boom,can't remember,political ads,can't remember,can't remember,,airtel,can't remember,,,,can't remember,Strongly Agree,Agree,Agree,Agree,Disagree,Agree
60528192,Past 4 Weeks,Past 7 Days,Longer Ago,Yesterday,Not seen,Longer Ago,Longer Ago,Longer Ago,Yesterday,Yesterday,Longer Ago,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Longer Ago,paste radio,can't remember,can't remember,can't remember,,can't remember,MTN money,can't remember,unilever,can't remember,can't remember,,coca cola,,,,,can't remember,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree
60528193,Longer Ago,Longer Ago,Longer Ago,Past 7 Days,Longer Ago,Longer Ago,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Longer Ago,Longer Ago,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Longer Ago,MTN network,can't remember,cargil,airtel,can't remember,can't remember,can't remember,can't remember,can't remember,can't remember,can't remember,can't remember,pepsi,,,,,can't remember,Agree,Strongly Disagree,Strongly Disagree,Agree,DK (DON’T READ),Agree
60528194,Yesterday,Past 7 Days,Longer Ago,Past 7 Days,Not seen,Not seen,Longer Ago,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Past 3 months,Not seen,Longer Ago,Longer Ago,Past 3 months,zamtel,can't remember,can't remember,can't remember,,,can't remember,airtel,pepsi,Coca-Cola,can't remember,pepsi,pepsi,can't remember,,can't remember,can't remember,can't remember,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Agree
60528203,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,itel,,,,,,,,,,,,,,,,,,Agree,Disagree,Disagree,Disagree,Disagree,Disagree
60528461,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,blocks,,,,,,,,mtn pics,,,,,,,,,,Strongly Agree,Agree,Agree,Disagree,DK (DON’T READ),Agree
60529347,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,pepsi,,,kazang,,,,,trade kings,can't remember,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree
60529376,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,mtn,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree
60529579,Yesterday,Past 7 Days,Not seen,Yesterday,Longer Ago,Not seen,Longer Ago,Longer Ago,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Green vidic Zambeef,Nelson mandela,,Gambino,Can't remember,,nil,nil,Juldan power tools,Easter holiday,Can't remember,council,Royco,,nil,nil,no,Dstv MTN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
60529580,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60530085,Past 7 Days,Not seen,Not seen,Longer Ago,Not seen,Longer Ago,Longer Ago,Past 3 months,Longer Ago,Past 4 Weeks,Not seen,Not seen,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,cream biscuits,,,golf tournament,,Zambia sugar,sugar,omonia fertilizer,biscuits creM,biscuits cream,,,boom paste,biscuits cream,,,,,Disagree,Agree,Agree,Agree,Agree,Agree
60530086,Past 3 months,Longer Ago,Longer Ago,Past 4 Weeks,Not seen,Past 3 months,Past 4 Weeks,Past 4 Weeks,Longer Ago,Past 3 months,Not seen,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,parmalart milk,parmalart,monginis biscuits,maximum diva,,maximum diva,sweets,sweets,Pepsi drink,Pepsi drinl,,,cocacola,,,,,,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree
60530176,Past 4 Weeks,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,presidents,,building the companies,,,,,,,,,,,,,,,,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree
60531169,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,shoprite and mtn,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree
60531744,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Longer Ago,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Not seen,Not seen,Past 7 Days,Not seen,Past 7 Days,southern sun,southern sun,ecl,ambassador,none,Rutherford,can't remember,mbwe,mbwe,can't remember,sign post or humps,don't know,foodlovers,,,food lovers market,,Rutherford,Agree,Agree,Agree,Agree,Agree,Disagree
60531824,Yesterday,Not seen,Past 4 Weeks,Yesterday,Not seen,Longer Ago,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Not seen,Past 7 Days,Longer Ago,Past 4 Weeks,phones,,yes,yes,,no,no,no,no,no,yes,yes,yes,yes,,yes,no,yes,Agree,Agree,Agree,Agree,Agree,Agree
60531878,Past 4 Weeks,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,football team,,about the building,,,,,,,,,,,,,,,,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree
60532056,Past 4 Weeks,Longer Ago,Past 3 months,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,insurance fire,mahel,boom sparkle,boom powder,,,,,,airtel,,,airtel,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Agree
60532792,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,mtn,,,,,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Disagree
60533355,Longer Ago,Not seen,Past 4 Weeks,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,people,,pattan of the company,top star,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Agree,Disagree
60534190,Past 7 Days,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Past 3 months,Not seen,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,coral paints,can't remember,,,,,,dream cream biscuits,,coral paints,,,dream cream biscuits,,,,,,Agree,Agree,Strongly Agree,Agree,Disagree,Agree
60534385,Past 7 Days,Not seen,Longer Ago,Not seen,Not seen,Not seen,Past 4 Weeks,Past 7 Days,Longer Ago,Longer Ago,Not seen,Not seen,Past 7 Days,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,pick and pay,,pick and pay,,,,kwesa,go tv,apple Max,crusade,,,shoprite and pep,,,shoprite,,,Agree,Agree,Agree,Agree,Agree,Agree
60534386,Not seen,Not seen,Not seen,Past 3 months,Not seen,Not seen,Past 7 Days,Past 7 Days,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,,,,crusade,,,kwesa,go tv,just,,,,,,,,,zambian lotto,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
60534387,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,pick and pay,,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree
60534388,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,ratsa,boom,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60534661,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree
60535857,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,mps,,,,,,,,,,,,,,,,,,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree
60536494,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60536495,Longer Ago,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Longer Ago,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,nil,0,,0,,,0,0,0,0,0,,0,,,,,,Agree,Agree,Agree,Agree,Disagree,Strongly Agree
60536496,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ),DK (DON’T READ)
60536662,Past 7 Days,Longer Ago,Longer Ago,Not seen,Not seen,Past 3 months,Not seen,Not seen,Past 3 months,Past 3 months,Not seen,Longer Ago,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,xapit account,xapit,can't remember,,,Manzi valley,,,manzi water,bubble gum rolls,,can't remember,monginis biscuits,,,,,,Disagree,Disagree,Agree,Agree,Agree,Agree
60536769,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,sumsang phone,,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Disagree,Disagree,Disagree
60536770,Yesterday,Past 7 Days,Longer Ago,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,Past 3 months,Longer Ago,soche,airtel,don't remember,don't remember,,,,,,,,don't remember,,,,don't remember,don't remember,don't remember,Agree,Disagree,Agree,Agree,DK (DON’T READ),Strongly Disagree
60536771,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,,,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Agree,Agree,Agree
60536801,Yesterday,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,pep store,infinix,hiv,mtn,,,,,,infinix,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree
60537539,Yesterday,Past 7 Days,Yesterday,Not seen,Not seen,Yesterday,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Not seen,Past 7 Days,Past 7 Days,Not seen,Longer Ago,Not seen,Past 7 Days,the emerging of 2 banks,pepsi,along kabwe road,,,calender of a production company,,,,house for sale,,,,,,,,various promotion offers,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree
60537556,Yesterday,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,zee word actress,,company,,,,,,,,,,,,,,,,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree
60537877,Past 4 Weeks,Not seen,Past 4 Weeks,Not seen,Not seen,Longer Ago,Past 3 months,Past 3 months,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Car selling,,nil,,,0,0,0,,0,,,,,,,,Devices and the telephone numbers,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
60538019,Past 7 Days,Not seen,Not seen,Past 4 Weeks,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Not seen,Longer Ago,Past 3 months,Not seen,Longer Ago,Not seen,Not seen,Not seen,Longer Ago,soche,,,0,0,,,,,,0,0,,0,,,,0,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree
60538184,Yesterday,Longer Ago,Yesterday,Yesterday,Longer Ago,Longer Ago,Past 3 months,Yesterday,Yesterday,Past 7 Days,Longer Ago,Longer Ago,Yesterday,Longer Ago,Not seen,Past 4 Weeks,Not seen,Yesterday,just drink,cocacola,vodafone,pamarate,non,gotv,topstar,mtn,mtn,apstole sdney,non,fidelity store,yes drink,non,,non,,vodafone,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree
60538612,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,mayor,,,,,,,,,,,,,,,,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree
60538849,Past 4 Weeks,Not seen,Not seen,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Past 4 Weeks,Not seen,Not seen,Past 3 months,Not seen,Not seen,Not seen,Not seen,Not seen,Zambia sugar,,,plus biscuits,,,,,,plus biscuits,,,cabana drink,,,,,,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree
60539863,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Past 4 Weeks,Past 4 Weeks,Not seen,Past 7 Days,Longer Ago,Not seen,Longer Ago,Yesterday,Not seen,Not seen,Longer Ago,Not seen,Longer Ago,mose,drink appy apple,,,,non,non,,mtn,non,,non,apple max,,,non,,score,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree
60540117,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,FNB,Pic N Pay,,,,,,,"Itel,Samsung",Church gatherings,,,Shoprite,,,,,,Agree,Agree,Disagree,Agree,Agree,Agree
60540118,Yesterday,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Past 7 Days,Yesterday,Not seen,Past 7 Days,Not seen,Not seen,Past 7 Days,Longer Ago,Yesterday,Zanaco,,Construction of a road,,,,,,,,Sofers,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree
60540119,Yesterday,Past 7 Days,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Mtn,Pic N Pay,,,,,,,,Traditional healers,,,,,,,,Various products,Disagree,Disagree,Disagree,Agree,Agree,Agree
60540120,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Yesterday,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Yesterday,Dulux paint,,Roads,,,,,,,"Traditional healers, pastor's etc",Shoe racks,,,,,,,Various products eg boom,Agree,Disagree,Agree,Agree,Agree,Agree
60540121,Yesterday,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Yesterday,Yesterday,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Past 7 Days,Past 7 Days,Mtn,,,,,,,,,Church gatherings,Sofer,,,,,,,,Agree,Agree,Agree,Agree,Agree,Disagree
60540122,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Yesterday,Yesterday,Not seen,Past 7 Days,Not seen,Not seen,Not seen,Not seen,Yesterday,Mtn,Mall shops,Road and hospital construction,,,,,,,Church ads,"Sofers,Shoe racks etc",,,,,,,,Disagree,Agree,Agree,Agree,Agree,DK (DON’T READ)
60540123,Yesterday,Yesterday,Yesterday,Not seen,Not seen,Not seen,Not seen,Yesterday,Yesterday,Yesterday,Yesterday,Not seen,Past 4 Weeks,Not seen,Not seen,Not seen,Not seen,Yesterday,Zanaco bank poster,Mall shops,Road and hospital construction,,,,,Professional insurance,Boom,"Traditional healers,church gatherings","Sofers,garde  chairs",,Phones,,,,,Various products eg boom,Agree,Agree,Agree,Agree,Agree,Agree
60540326,Yesterday,Not seen,Not seen,Yesterday,Not seen,Not seen,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Yesterday,Not seen,Longer Ago,Past 7 Days,Not seen,Not seen,Yesterday,Not seen,Not seen,Send and receive money usuing Airtel money.,,,4G smart phone,,,Don't drink and drive.,Can't remember,Ama yoyo,Can't remember,,Keep chipata clean,Chi coin chalila with zamtel,,,Can't remember,,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree
60540719,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,can't remember,,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree
60540720,Longer Ago,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,Not seen,can't remember,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Disagree,Agree
