,SbjNum,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
701,60642157,"M-Net Movies Zone,Sony Entertainment,Sony Max,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport maximo,SuperSport Select","African Magic, Zambezi Magic,M-Net Movies Action,SuperSport 9,Telemundo,Zee World",Zee World,"African Magic, Zambezi Magic,M-Net Movies Action,SuperSport 9,Telemundo,Zee World","African Magic, Zambezi Magic,M-Net Movies Action,SuperSport 9,Telemundo,Zee World","African Magic, Zambezi Magic,M-Net Movies Action,SuperSport 9,Telemundo,Zee World"
702,60642331,"ABN TB,African Magic, Zambezi Magic,Al Jazeera,Animal Planet,BBC Lifestyle,BET","SuperSport,SuperSport 2,SuperSport 4,Telemundo",SuperSport,SuperSport 4,Telemundo,SuperSport
703,60642332,"Al Jazeera,Fashion TV,Food Network","M-Net Movies Zone,Nickelodeon,Prime Television,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5","M-Net Movies Zone,Nickelodeon,SuperSport 2","M-Net Movies Zone,Nickelodeon,Prime Television,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5","M-Net Movies Zone,Nickelodeon,Prime Television,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5","M-Net Movies Zone,Nickelodeon,Prime Television,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5"
704,60642412,"African Magic, Zambezi Magic,African Movie Channel (AMC),B4U Movies,Channel Ten,Citizen TV,Classic Music TV,Duck TV,DW-TV,History,Jim Jam,MBC,Natura,Nick Jr,Trace Gospel,Zee Cinema,Zuku Entertainment,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Movies Family,Zuku Movies Max,Zuku Nolly,Zuku Novella,Zuku Swahili Movies,Zuku Zone","African Magic, Zambezi Magic,African Movie Channel (AMC),B4U Movies,Channel Ten,Citizen TV,Classic Music TV,Duck TV,DW-TV,History,Jim Jam,Kiss,Magic,MBC,Natura,Nick Jr,Telemundo,Trace Gospel,Trace Muzik,Zee Cinema,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Zuku Entertainment,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Movies Family,Zuku Movies Max,Zuku Nolly,Zuku Novella,Zuku Swahili Movies,Zuku Zone","African Magic, Zambezi Magic","African Movie Channel AMC,Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Kiss,Magic,Trace Gospel,Trace Muzik,Zee World,ZNBC TV2,ZNBC TV1,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Nolly,Zuku Novella,Zuku Swahili Movies","African Magic, Zambezi Magic,African Movie Channel (AMC),B4U Movies,Channel Ten,Citizen TV,Classic Music TV,Duck TV,DW-TV,History,Jim Jam,Kiss,Magic,MBC,Natura,Nick Jr,Telemundo,Trace Gospel,Trace Muzik,Zee Cinema,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Zuku Entertainment,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Movies Family,Zuku Movies Max,Zuku Nolly,Zuku Novella,Zuku Swahili Movies,Zuku Zone"
705,60642680,Q TV,"African Magic, Zambezi Magic,Discovery Channel,E Africa,Emmanuel TV,Q TV,Zee World,ZNBC TV2,ZNBC TV1",Discovery Channel,"Discovery Channel,ZNBC TV 2,ZNBC TV 1","African Magic, Zambezi Magic,Discovery Channel,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Discovery Channel,E Africa,Emmanuel TV,Q TV,Zee World,ZNBC TV2,ZNBC TV1"
706,60642681,"Al Jazeera,BBC World News","African Magic, Zambezi Magic,Al Jazeera,BBC World News,E! Entertainment,Emmanuel TV,Nickelodeon,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1",Telemundo,"Telemundo,Zee World","African Magic, Zambezi Magic,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Emmanuel TV,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
707,60642682,"Cartoon network,E Africa","African Magic, Zambezi Magic,Cartoon network,E Africa,Emmanuel TV,Prime Television,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic","African Magic, Zambezi Magic","African Magic, Zambezi Magic,Emmanuel TV,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Emmanuel TV,Zee World,ZNBC TV2,ZNBC TV1"
708,60642683,Diamond,"African Magic, Zambezi Magic,BBC World News,Boomerang,Channel O,Discovery Channel,E! Entertainment,Emmanuel TV,Jim Jam,M-Net,National Geographic Channel,Nickelodeon,Sony Max,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond",Discovery Channel,"African Magic, Zambezi Magic,Discovery Channel,Telemundo","African Magic, Zambezi Magic,Discovery Channel,Emmanuel TV,National Geographic Channel,Nickelodeon,SuperSport Select,Telemundo,Zee World,ZNBC TV2","African Magic, Zambezi Magic,BBC World News,Boomerang,Channel O,Discovery Channel,E! Entertainment,Emmanuel TV,Jim Jam,M-Net,National Geographic Channel,Nickelodeon,Sony Max,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
709,60642684,,,,nan,,
710,60642685,"ZNBC TV2,ZNBC TV1","Emmanuel TV,ZNBC TV2,ZNBC TV1",Emmanuel TV,Emmanuel TV,"Emmanuel TV,ZNBC TV2,ZNBC TV1","Emmanuel TV,ZNBC TV2,ZNBC TV1"
711,60643021,"African Movie Channel (AMC),Al Jazeera,BBC World News,Chipata,Discovery Channel,Disney Channel,Disney XD,E! Entertainment,M-Net,M-Net Movies Action,MTV,MTV Base,National Geographic Channel,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 3,Diamond","African Magic, Zambezi Magic,BBC World News,Channel O,Chipata,E! Entertainment,MTV Base,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,SuperSport 3,Telemundo,Zee World,ZNBC TV2","African Magic, Zambezi Magic,E! Entertainment,MTV Base,SuperSport 3,Telemundo,Zee World,ZNBC TV 2","African Magic, Zambezi Magic,BBC World News,Channel O,Chipata,E! Entertainment,MTV Base,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Channel O,Chipata,E! Entertainment,MTV Base,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
712,60644669,"QTV Zambia,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,E! Entertainment,National Geographic Channel,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,SuperSport 3,Zee World,ZNBC TV1","National Geographic Channel,Telemundo,Zee World","African Magic, Zambezi Magic,E! Entertainment,National Geographic Channel,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,E! Entertainment,National Geographic Channel,QTV Zambia,Sony Max,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
713,60648302,"Chipata,E! Entertainment,MTV Base,Muvi TV,National Geographic Channel,Nickelodeon,Zee World","African Magic, Zambezi Magic,Chipata,E! Entertainment,MTV Base,Muvi TV,National Geographic Channel,Nickelodeon,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,National Geographic Channel,SuperSport 3,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,National Geographic Channel,SuperSport 3,Zee World,ZNBC TV 2,ZNBC TV 1,Diamond TV","African Magic, Zambezi Magic,Chipata,E! Entertainment,MTV Base,Muvi TV,National Geographic Channel,Nickelodeon,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Chipata,E! Entertainment,MTV Base,Muvi TV,National Geographic Channel,Nickelodeon,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
714,60649333,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,Bloomberg,Cartoon network,CCTV News,Chipata,E! Entertainment,Emmanuel TV,MTV Base,Muvi TV,Mzansi,National Geographic Channel,Nickelodeon,One Gospel,Telemundo","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Cartoon network,CCTV News,Channel O,Chipata,E! Entertainment,Emmanuel TV,Mzansi,National Geographic Channel,Nickelodeon,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,SuperSport 3,Telemundo,Zee World,ZNBC TV2","African Magic, Zambezi Magic,E! Entertainment,Emmanuel TV,SuperSport 3,Telemundo,Zee World,ZNBC TV 2","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Channel O,Chipata,E! Entertainment,Emmanuel TV,Mzansi,National Geographic Channel,Nickelodeon,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Channel O,Chipata,E! Entertainment,Emmanuel TV,Mzansi,National Geographic Channel,Nickelodeon,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
715,60649637,"African Magic, Zambezi Magic,Muvi TV,Supersport Blitz,SuperSport Select,Trace Gospel,Trace Muzik,Trace Urban","African Magic, Zambezi Magic,CBC TV,E! Entertainment,Fox,Hope Channel,M-Net Movies Zone,MTV Base,Muvi TV,Prime Television,QTV Zambia,Sony Max,Telemundo,Trace Gospel,Trace Muzik,Trace Urban,Zee World,ZNBC TV2,ZNBC TV1,Diamond","CBC TV,Zee World","CBC TV,Q TV,Zee World","CBC TV,E! Entertainment,MTV Base,QTV Zambia,Zee World","African Magic, Zambezi Magic,CBC TV,E! Entertainment,Fox,Hope Channel,M-Net Movies Zone,MTV Base,Muvi TV,Prime Television,QTV Zambia,Sony Max,Telemundo,Trace Gospel,Trace Muzik,Trace Urban,Zee World,ZNBC TV2"
716,60649638,"BBC World News,Disney XD,E Africa,SuperSport Select","Disney XD,E Africa,Hope Channel,QTV Zambia,Supersport Blitz,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,","Supersport Blitz,SuperSport Select,Zee World,","Disney XD,Hope Channel,SuperSport Select,Telemundo,Zee World,ZNBC TV 1","Disney XD,E Africa,Hope Channel,QTV Zambia,Supersport Blitz,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","Disney XD,E Africa,Hope Channel,QTV Zambia,Supersport Blitz,SuperSport Select,Telemundo,Zee World,ZNBC TV2,ZNBC TV1"
717,60649639,"African Magic, Zambezi Magic,E Africa,M-Net Movies Action,M-Net Movies Action +,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select","African Magic, Zambezi Magic,Prime Television,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select,ZNBC TV2,ZNBC TV1,Diamond",Diamond,Diamond TV,"QTV Zambia,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Prime Television,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select,ZNBC TV2,ZNBC TV1,Diamond"
718,60649640,"Africa Unite,BBC World News,Disney Channel,E Africa,E! Entertainment,Fox,MTV Base,Muvi TV,QTV Zambia,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,Supersport Blitz,SuperSport Select","African Magic, Zambezi Magic,Bollywood,Disney Channel,E Africa,E! Entertainment,MTV Base,Muvi TV,Prime Television,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond,","African Magic, Zambezi Magic,Telemundo,Zee World","African Magic, Zambezi Magic,Bollywood,Telemundo,Zee World,ZNBC TV 2,ZNBC TV 1","African Magic, Zambezi Magic,Bollywood,Prime Television,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond","Bollywood,E Africa,E! Entertainment,MTV Base,Muvi TV,Prime Television,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
719,60650160,,,,nan,,
720,60650161,"BBC First,BBC Lifestyle","Emmanuel TV,MBC,Muvi TV","Emmanuel TV,Muvi TV","Emmanuel TV,MBC,Muvi TV","Emmanuel TV,MBC,Muvi TV","Emmanuel TV,MBC,Muvi TV"
721,60650162,,,,nan,,
722,60650163,"Emmanuel TV,Fox,Prime Television,QTV Zambia","African Magic, Zambezi Magic,Disney Channel,Zee World","African Magic, Zambezi Magic","African Magic, Zambezi Magic,Disney Channel,Zee World","African Magic, Zambezi Magic,Disney Channel,Zee World","African Magic, Zambezi Magic,Disney Channel,Zee World"
723,60650164,"B4U Movies,Channel O","Channel O,E! Entertainment,Emmanuel TV,M-Net Movies Action,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,SuperSport Select,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,ZNBC TV2,ZNBC TV1","Channel O,E! Entertainment,Nat Geo Wild,Prime Television,Q TV,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,ZNBC TV2,ZNBC TV1","Channel O,E! Entertainment,Emmanuel TV,M-Net Movies Action,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Q TV,SuperSport 3,SuperSport 5,SuperSport 7,SuperSport 9,ZNBC TV 2","Channel O,E! Entertainment,Emmanuel TV,M-Net Movies Action,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,SuperSport Select,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,ZNBC TV2,ZNBC TV1","Channel O,E! Entertainment,Emmanuel TV,M-Net Movies Action,MTV,MTV Base,Nat Geo Wild,National Geographic Channel,One Gospel,Prime Television,Q TV,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,SuperSport Select,Telemundo,Trace Sports Stars,Trace Urban,Travel Channel,ZNBC TV2,ZNBC TV1"
724,60650165,"Fox Entertainment,Prime Television,Diamond","African Magic, Zambezi Magic,African Movie Channel (AMC),Disney Channel,Emmanuel TV,Nickelodeon,Prime Television,Q TV,Sony Max,ZNBC TV2,ZNBC TV1,Diamond","ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Emmanuel TV,Prime Television,ZNBC TV 2,ZNBC TV 1","African Magic, Zambezi Magic,African Movie Channel (AMC),Disney Channel,Emmanuel TV,Nickelodeon,Prime Television,Q TV,Sony Max,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,African Movie Channel (AMC),Disney Channel,Emmanuel TV,Nickelodeon,Prime Television,Q TV,Sony Max,ZNBC TV2,ZNBC TV1,Diamond"
725,60650166,"Disney XD,E! Entertainment,Emmanuel TV","E! Entertainment,National Geographic Channel,ZNBC TV2",ZNBC TV2,"E! Entertainment,National Geographic Channel,ZNBC TV 2","E! Entertainment,National Geographic Channel,ZNBC TV2","E! Entertainment,National Geographic Channel,ZNBC TV2"
726,60650383,"BBC World News,BET International,Bloomberg,Cartoon network,CCTV News,Channel O,Chipata,Citizen TV,CNN,Discovery Channel,Discovery IDX,Disney Channel,DW-TV,Fashion One,Jim Jam,M-Net,M-Net City,M-Net Movies Action,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Zone,Mobi Tv,Muvi TV,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,TBN,TCM,Trace Gospel,Universal Channel,Diamond","Al Jazeera,E! Entertainment,Fashion One,M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Muvi TV,Mzansi,National Geographic Channel,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,TCM,Telemundo,Trace Gospel,Universal Channel,Zee World,ZNBC TV2,ZNBC TV1,Diamond","MTV Base,National Geographic Channel,Sony Max,SuperSport 2,SuperSport 3,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","MTV Base,National Geographic Channel,Sony Max,SuperSport 1,SuperSport 3,Zee World,ZNBC TV 2","Al Jazeera,E! Entertainment,Fashion One,M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Muvi TV,Mzansi,National Geographic Channel,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,TCM,Telemundo,Trace Gospel,Universal Channel,Zee World,ZNBC TV2,ZNBC TV1,Diamond","M-Net,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Muvi TV,Mzansi,National Geographic Channel,Nickelodeon,One Gospel,QTV Zambia,Sony Entertainment,Sony Max,SuperSport 1,SuperSport 2,SuperSport 3,TCM,Telemundo,Trace Gospel,Universal Channel,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
727,60650431,,,,nan,,
728,60650432,,,,nan,,
729,60650433,"BBC World News,Telemundo,Zee World","Zee World,ZNBC TV2,ZNBC TV1",ZNBC TV1,ZNBC TV 1,ZNBC TV1,ZNBC TV1
730,60650434,,,,nan,,
731,60650435,"African Movie Channel (AMC),BBC World News,Star Bollywood,Star KungFu 1,Star Movies 1,Star Novela E1,SuperSport 3","Star KungFu 1,Star Movies 1,SuperSport 3,ZNBC TV2,ZNBC TV1,Diamond",ZNBC TV1,"ZNBC TV 2,ZNBC TV 1","Star KungFu 1,Star Movies 1,SuperSport 3,ZNBC TV2,ZNBC TV1,Diamond","Star KungFu 1,Star Movies 1,SuperSport 3,ZNBC TV2,ZNBC TV1,Diamond"
732,60650436,Zuku Movies Action,"Star KungFu 1,ZNBC TV1",Star KungFu 1,"Star KungFu 1,ZNBC TV 1","Star KungFu 1,ZNBC TV1","Star KungFu 1,ZNBC TV1"
733,60650481,"African Magic, Zambezi Magic,CBC TV,E Africa,Fox,M-Net Movies Zone,Prime Television,QTV Zambia,SuperSport Select,Diamond","African Magic, Zambezi Magic,CBC TV,E Africa,Fox,M-Net Movies Zone,North-Western TV,Prime Television,QTV Zambia,SuperSport Select,ZNBC TV2,ZNBC TV1,Diamond,Don't know",,Prime Television,"M-Net Movies Zone,Prime Television,QTV Zambia,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,CBC TV,E Africa,Fox,M-Net Movies Zone,North-Western TV,Prime Television,QTV Zambia,SuperSport Select,ZNBC TV2,ZNBC TV1,Diamond"
734,60650482,Bollywood,"African Magic, Zambezi Magic,Bollywood,E Africa,Fox,Prime Television,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond,Don't know","Telemundo,Zee World","Bollywood,Prime Television,Telemundo,Zee World","African Magic, Zambezi Magic,Prime Television,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Bollywood,E Africa,Fox,Prime Television,QTV Zambia,Telemundo,Zee World,ZNBC TV2,ZNBC TV1,Diamond"
735,60650483,"BBC World News,Emmanuel TV,Muvi TV,SuperSport,TBN","BBC World News,CBC TV,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,SuperSport,TBN,ZNBC TV2,ZNBC TV1,Diamond","Prime Television,ZNBC TV2,ZNBC TV1","CBC TV,Emmanuel TV,Muvi TV,Prime Television,Q TV,SuperSport,ZNBC TV 2,ZNBC TV 1,Diamond TV","BBC World News,CBC TV,Muvi TV,Prime Television,QTV Zambia,SuperSport,TBN,ZNBC TV2,ZNBC TV1,Diamond","BBC World News,CBC TV,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,SuperSport,TBN,ZNBC TV2,ZNBC TV1,Diamond"
736,60650484,CNN,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,Crime + Investigation,Discovery Channel,Prime Television,Q TV,SuperSport 9,ZNBC TV2,ZNBC TV1,Diamond,",,"Crime + Investigation,Prime Television,","Crime + Investigation,Prime Television,SuperSport 9,ZNBC TV1,Diamond,","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Crime + Investigation,Discovery Channel,Prime Television,Q TV,SuperSport 9,ZNBC TV2,ZNBC TV1,Diamond,"
737,60650485,SuperSport,"CBC TV,MTV Base,Prime Television,QTV Zambia,SuperSport,SuperSport 3,SuperSport 9,Supersport Blitz,ZNBC TV2,ZNBC TV1,Diamond,Don't know","MTV Base,Prime Television,QTV Zambia,Supersport Blitz","MTV Base,Prime Television,Q TV,SuperSport 3,SuperSport 9,Supersport Blitz,Diamond TV","CBC TV,MTV Base,Prime Television,QTV Zambia,SuperSport,SuperSport 3,SuperSport 9,Supersport Blitz,ZNBC TV2,ZNBC TV1,Diamond","CBC TV,MTV Base,Prime Television,QTV Zambia,SuperSport,SuperSport 3,SuperSport 9,Supersport Blitz,ZNBC TV2,ZNBC TV1,Diamond"
738,60650486,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,CBC TV,M-Net Movies Action,Muvi TV,SuperSport,Supersport Blitz,SuperSport Select,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CBC TV,M-Net Movies Action,Muvi TV,Prime Television,QTV Zambia,SuperSport,Supersport Blitz,SuperSport Select,ZNBC TV2,ZNBC TV1,Diamond,","CBC TV,M-Net Movies Action,Prime Television,","CBC TV,M-Net Movies Action,Prime Television,Diamond TV,","Al Jazeera,BBC World News,CBC TV,M-Net Movies Action,Muvi TV,Prime Television,QTV Zambia,SuperSport,Supersport Blitz,SuperSport Select,ZNBC TV2,ZNBC TV1,Diamond,","Al Jazeera,BBC World News,CBC TV,M-Net Movies Action,Muvi TV,Prime Television,QTV Zambia,SuperSport,Supersport Blitz,SuperSport Select,ZNBC TV2,ZNBC TV1,Diamond,"
739,60650487,"Muvi TV,SuperSport 3","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,BBC World News,CBC TV,M-Net Movies Action,Muvi TV,Prime Television,QTV Zambia,SuperSport 3,Supersport Blitz,SuperSport Select,TBN,ZNBC TV2,ZNBC TV1,Diamond,Don't know","African Magic, Zambezi Magic,M-Net Movies Action,Prime Television","Al Jazeera,M-Net Movies Action,Prime Television,Q TV,SuperSport Select,ZNBC TV 1,Diamond TV","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,BBC World News,CBC TV,M-Net Movies Action,Muvi TV,Prime Television,QTV Zambia,SuperSport 3,Supersport Blitz,SuperSport Select,TBN,ZNBC TV2,ZNBC TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,Animal Planet,BBC World News,CBC TV,M-Net Movies Action,Muvi TV,Prime Television,QTV Zambia,SuperSport 3,Supersport Blitz,SuperSport Select,TBN,ZNBC TV2,ZNBC TV1,Diamond"
740,60651315,"Africa Unite,Al Jazeera,Muvi TV,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,One Gospel,Parliament TV,POP,Prime Television,QTV Zambia,SABC,Sony Entertainment,Star KungFu 1,Star Novela E1,Star Novela E3,Star One,Star Plus,Star Zone- movies,SuperSport,SuperSport 6,SuperSport 9,TBN","Africa Unite,African Magic, Zambezi Magic,Al Jazeera,BBC World News,Muvi TV,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,One Gospel,Parliament TV,POP,Prime Television,QTV Zambia,SABC,Sony Entertainment,Star KungFu 1,Star Novela E1,Star Novela E3,Star One,Star Plus,Star Zone- movies,SuperSport,SuperSport 6,SuperSport 9,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond","QTV Zambia,ZNBC TV2,ZNBC TV1","Al Jazeera,BBC World News,Prime Television,Q TV,Star KungFu 1,ZNBC TV 2,ZNBC TV 1,Diamond TV","Al Jazeera,BBC World News,Muvi TV,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,One Gospel,Prime Television,QTV Zambia,Star KungFu 1,Star Zone- movies,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV1","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,One Gospel,POP,Prime Television,QTV Zambia,SABC,Sony Entertainment,Star KungFu 1,Star Novela E1,Star One,Star Plus,Star Zone- movies,TBN,Telemundo,Zee World,ZNBC TV2,ZNBC TV3,ZNBC TV1,Diamond"
