SbjNum,Read or paged through a newspaper,Watched pay TV,Internet Users,Social Network Sites Users,Radio Listenership,Magazine Readership,TV Viewership,Watched Video/Movie using VCR,Watched VCD/ DVD,Music on CD,Music on IPOD/MP3 player,Watched pay TV e.g.DSTV,Email Access,Visit a Cinema,Sent SMS on Phone,Made a Call on Phone,Mobile Cinema or Projected,Book Reader,Promotion participant,Newspaper Online Readership,Radio Listenership - Mobile Phone,Promotion participant - SMS,Radio/TV Talk Show participant - SMS,Radio/TV Talk Show participant - Call,Attended/Participated in a road show,Community Education Meeting,Stereo tape,Watched Free to Air,Sent SMS using Internet
60457317,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 12 Months,Yesterday,Past 12 Months
60470308,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 4 Weeks,Past 4 Weeks,Never,Yesterday,Past 12 Months,Past 4 Weeks,Past 7 Days,Never,Past 12 Months,Past 4 Weeks,Yesterday
60478902,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Past 4 Weeks,Yesterday,Never,Never,Never,Never,Never,Never,Never,Yesterday
60478903,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Past 4 Weeks,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60492139,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Past 12 Months,Yesterday,Yesterday,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never
60492140,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Past 12 Months,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never
60492141,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Never,Past 4 Weeks,Past 12 Months
60492142,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 7 Days
60492143,Past 4 Weeks,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
60498424,Past 4 Weeks,Past 12 Months,Never,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months
60498425,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 7 Days
60505067,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Past 7 Days,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Past 7 Days,Yesterday,Never,Yesterday,Past 12 Months,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months
60505068,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
60505620,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Past 7 Days
60506416,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60506417,Past 12 Months,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Never,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Never,Never,Never,Never,Past 7 Days,Past 7 Days
60506418,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Past 7 Days,Past 7 Days
60508564,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Yesterday
60508779,Past 12 Months,Never,Never,Never,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 4 Weeks,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
60510231,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Yesterday,Yesterday
60513115,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
60514495,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Never,Never,Never,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Yesterday,Past 7 Days
60514496,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Past 4 Weeks,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never
60514497,Never,Yesterday,Yesterday,Yesterday,Never,Past 4 Weeks,Yesterday,Never,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Past 7 Days,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 7 Days
60514498,Never,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Yesterday
60514499,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Never,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Yesterday
60514730,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 7 Days,Past 4 Weeks
60514731,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Past 7 Days,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Yesterday
60514732,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never
60514733,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never
60514734,Never,Yesterday,Never,Never,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never
60514735,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never
60515239,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60515240,Past 4 Weeks,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60515241,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday
60515242,Never,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Yesterday,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Past 7 Days,Never,Past 7 Days,Past 4 Weeks,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks
60515243,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never
60515244,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Yesterday
60515245,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Yesterday
60515246,Yesterday,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Past 7 Days,Never,Yesterday,Past 7 Days,Never,Never,Never,Never,Never,Never,Never
60515247,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Yesterday,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60515248,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60515348,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 4 Weeks,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Never
60515349,Yesterday,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 12 Months,Never
60515652,Past 12 Months,Never,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 7 Days,Never,Never,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Never,Never,Never
60515653,Never,Never,Never,Never,Yesterday,Past 4 Weeks,Past 4 Weeks,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Past 4 Weeks,Past 4 Weeks,Never,Never,Never
60515654,Yesterday,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Past 12 Months,Yesterday,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Yesterday
60515655,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Past 4 Weeks
60515656,Never,Past 12 Months,Never,Never,Yesterday,Past 4 Weeks,Past 7 Days,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Past 4 Weeks,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Past 7 Days,Never
60515728,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
60516534,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Yesterday
60516535,Past 7 Days,Yesterday,Never,Never,Yesterday,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60516536,Past 12 Months,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Past 12 Months,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks
60516537,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Past 7 Days,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Past 12 Months,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 7 Days
60516538,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks
60516539,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60519020,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Past 7 Days
60519021,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 7 Days,Past 7 Days,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Past 7 Days
60519022,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Yesterday,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Never,Never,Past 4 Weeks,Never,Never,Past 7 Days
60519023,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Past 4 Weeks,Past 7 Days,Never,Yesterday,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
60519024,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Past 7 Days
60524230,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Past 4 Weeks
60524231,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Never,Past 12 Months,Never,Never,Past 4 Weeks,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months
60524419,Past 4 Weeks,Yesterday,Past 7 Days,Past 7 Days,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Past 4 Weeks,Never,Past 7 Days,Past 7 Days,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
60524420,Past 7 Days,Yesterday,Yesterday,Yesterday,Never,Never,Yesterday,Never,Never,Never,Past 7 Days,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60524421,Never,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Never,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never
60524422,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Never,Past 12 Months,Past 7 Days,Past 4 Weeks,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never
60524423,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 7 Days,Never,Yesterday,Never,Never,Never,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60525354,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 4 Weeks,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60525355,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60525356,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Past 7 Days,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Past 4 Weeks,Yesterday,Never,Never,Never,Never,Never,Never,Never,Yesterday
60525357,Never,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Never,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 12 Months,Never
60526753,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Past 4 Weeks,Yesterday,Yesterday,Never,Past 7 Days,Never,Past 7 Days,Past 12 Months,Past 4 Weeks,Yesterday,Never,Never,Never,Never,Yesterday,Yesterday
60528190,Past 12 Months,Past 4 Weeks,Never,Never,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Never,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never
60528191,Past 12 Months,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 4 Weeks,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never
60528192,Past 4 Weeks,Yesterday,Past 4 Weeks,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Past 12 Months,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Yesterday,Never
60528193,Past 12 Months,Past 12 Months,Never,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Yesterday,Never
60528194,Past 12 Months,Yesterday,Past 12 Months,Never,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never
60528203,Past 7 Days,Past 12 Months,Yesterday,Never,Past 12 Months,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Past 7 Days,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60528461,Past 4 Weeks,Yesterday,Yesterday,Never,Yesterday,Past 7 Days,Yesterday,Past 7 Days,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Never,Never,Never,Never,Never,Yesterday,Yesterday
60529347,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Past 12 Months,Never,Past 12 Months,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Yesterday
