SbjNum,Where TV was watched P7D,Other Locations where TV was watched P7D,Usually access to TV channel(s),6 am to 9 am,9 am to 12 pm,12 pm to 3 pm,3 pm to 6 pm,6 pm to 9 pm,9 pm to 1 am,1 am to 6 am,,Favourite or Most Preferred Television Station,Reasons for Favourite or Most Preferred Television Station,Preferred days of the week to watch,Types of TV programmes like to watch,Other Types of TV programmes like to watch,ZNBC TV1 programmes watched in P7D,Other ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Other ZNBC TV2 programmes watched in P7D,ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Muvi TV,Mobi Tv,CBC TV,CBS TV,TBN,Africa Unite,DSTV,My TV,GOTV,Prime TV,Echo TV,City Channel Cable Network TV,North-Western TV,Diamond TV,Kwese TV,Don’t know/ don’t watch these types of programmes,Other (specify),"Best TV stations for News/current affairs, Sports, Entertainment, Education, Religious issues, Political issues, Movies, Dramas"
60772789,At home, ,On a TV set,Do not watch at this time,5 days per week,5 days per week,5 days per week,5 days per week,Less than that,Do not watch at this time,,Zee World,Best indian movies.,"Monday,Tuesday,Wednesday,Thursday,Friday","African movies,American movies,Local drama,Other (specify)",Indian movies,, ,Other (specify),none,News & current affairs,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Movies,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60772790,"At home,Another household (friends, relatives house)", ,On a TV set,Less than that,5 days per week,4 days per week,5 days per week,5 days per week,5 days per week,Less than that,,Zee World,Best  Indian movies .,"Monday,Tuesday,Wednesday,Thursday,Friday","Documentaries,African movies,American movies,Mexican movies,Other (specify)",Indian movies,Smooth Talk, ,, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,Movies,None/Don’t know,Religious issues,None/Don’t know,Movies,None/Don’t know,Movies,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60773849,In a bar, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,Less than that,Do not watch at this time,Do not watch at this time,,TV1,I want see a clear pic from the news on the radio,"Saturday,Sunday","Soccer commentaries,Other sports", ,"News,Sunday Interview,Sports -on,Focus,Kwacha Good Morning,TV Local Language Programmes (Njuwelelo, chintobentobe, …)", ,, ,News & current affairs,Religious issues,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,Sports,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60773850,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60773866,"Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,Less than that,Less than that,Less than that,Do not watch at this time,Do not watch at this time,,African magic,because I enjoy watching nigerian movies,Sunday,"African movies,American movies,Mexican movies,South African drama programmes,Local drama", ,News, ,, ,News & current affairs,Dramas,Dramas,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,,, 
60773938,At home, ,On a TV set,Less than that,7 days per week,7 days per week,7 days per week,3 days per week,Less than that,Do not watch at this time,,African magic,good movies,Wednesday,African movies, ,"News,Smooth Talk", ,, ,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60774039,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60774040,"At home,Another household (friends, relatives house)", ,On a TV set,Less than that,Less than that,Less than that,Less than that,7 days per week,6 days per week,Do not watch at this time,,Nickelodeon,i love cartoons,"Saturday,Sunday","Documentaries,African movies,American movies,Local drama,Other (specify)",cartoons,"News,TV Local Language Programmes (Njuwelelo, chintobentobe, …),Y Zone,Born & Bred,Faith Gospel", ,Other (specify),real love talk,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,Movies,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60774041,"At home,Another household (friends, relatives house)", ,On a TV set,1 day per week,Less than that,Less than that,Less than that,7 days per week,Do not watch at this time,Do not watch at this time,,Zee World,i enjoy their movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,Local drama,Other (specify)",indian movies,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60774042,"At home,Another household (friends, relatives house),In a market place", ,On a TV set,Less than that,Less than that,Less than that,Less than that,7 days per week,Do not watch at this time,Do not watch at this time,,Channel O,i enjoy music,"Saturday,Sunday","Documentaries,African movies,American movies,Local drama,Other (specify)",musical,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,,, 
60774043,"At home,Another household (friends, relatives house)", ,On a TV set,7 days per week,Less than that,Less than that,Less than that,7 days per week,Do not watch at this time,Do not watch at this time,,African magic,i enjoy african movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,Other sports,Documentaries,African movies,American movies,South African drama programmes,Local drama", ,"News,TV Local Language Programmes (Njuwelelo, chintobentobe, …)", ,Movie, ,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60774044,"At home,Another household (friends, relatives house)", ,On a TV set,Less than that,Less than that,Less than that,6 days per week,7 days per week,Do not watch at this time,Do not watch at this time,,Zee World,i enjoy their movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,Documentaries,African movies,American movies,Other (specify)",indian movies,, ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60774045,"At home,Another household (friends, relatives house),At work (office, field etc)", ,On a TV set,Less than that,Less than that,Less than that,Less than that,7 days per week,7 days per week,Do not watch at this time,,MTV Base,i enjoy music,"Saturday,Sunday","Soccer commentaries,Other sports,Documentaries,African movies,American movies,Local drama", ,, ,, ,News & current affairs,News & current affairs,Movies,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60774046,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60774189,At home, ,On a TV set,3 days per week,3 days per week,3 days per week,4 days per week,5 days per week,6 days per week,1 day per week,,TV 2,Best for Local News.,"Monday,Tuesday,Wednesday,Thursday,Friday","Soccer commentaries,Documentaries,Mexican movies,South African drama programmes,Local drama", ,Smooth Talk, ,Other (specify),News,News & current affairs,News & current affairs,Dramas,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,,, 
60774482,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,6 days per week,7 days per week,Do not watch at this time,Do not watch at this time,,{0},it encourages and builds me,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Documentaries,African movies,Other (specify)",religious,, ,, ,News & current affairs,News & current affairs,Movies,None/Don’t know,Entertainment,Entertainment,Religious issues,Entertainment,Entertainment,Movies,Entertainment,Entertainment,Movies,Entertainment,None/Don’t know,Political issues,Entertainment,,, 
60774651,At home, ,On a TV set,Less than that,Do not watch at this time,7 days per week,Less than that,Do not watch at this time,Do not watch at this time,Do not watch at this time,,Channel O,Music,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,"Music, sports and movies",, ,, ,News & current affairs,Political issues,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Religious issues,None/Don’t know,Dramas,Movies,Sports,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60774652,At home, ,On a TV set,7 days per week,Less than that,Less than that,Less than that,7 days per week,Less than that,Do not watch at this time,,Zee World,series,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,movie,, ,, ,News & current affairs,News & current affairs,Movies,None/Don’t know,Movies,Religious issues,Religious issues,Dramas,None/Don’t know,None/Don’t know,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60775076,"At home,In a bar", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,1 day per week,2 days per week,2 days per week,Do not watch at this time,,Supersport Blitz,sports news,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",, ,, ,, ,News & current affairs,News & current affairs,Education,Dramas,Political issues,Movies,Religious issues,None/Don’t know,Sports,Movies,Entertainment,News & current affairs,Entertainment,Religious issues,None/Don’t know,Movies,None/Don’t know,,, 
60775373,At home, ,On a TV set,Do not watch at this time,Less than that,Less than that,Less than that,7 days per week,Less than that,Do not watch at this time,,Nickelodeon,I like cartoons e.g. Sponge bob and bread winners,"Saturday,Sunday","Soccer commentaries,Other sports,African movies,American movies,Other (specify)",cartoon,, ,, ,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,Movies,Entertainment,None/Don’t know,None/Don’t know,Entertainment,Entertainment,Entertainment,None/Don’t know,Religious issues,None/Don’t know,,, 
60775512,"At home,At work (office, field etc)", ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,7 days per week,Less than that,Do not watch at this time,,TV 2,good news,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",, ,News, ,Morning Live, ,News & current affairs,Education,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60775761,At home, ,On a TV set,7 days per week,2 days per week,2 days per week,2 days per week,7 days per week,1 day per week,Less than that,,Zee World,movie,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Indian movies,Y Zone, ,, ,Sports,News & current affairs,Movies,None/Don’t know,None/Don’t know,Movies,Religious issues,None/Don’t know,Entertainment,Entertainment,Entertainment,Religious issues,None/Don’t know,None/Don’t know,None/Don’t know,Political issues,None/Don’t know,,, 
60776084,In a bar, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Less than that,Less than that,Less than that,Do not watch at this time,,SuperSport,I love football,"Saturday,Sunday","Soccer commentaries,Other sports", ,"News,Sports -on,Focus,Lunch Break", ,, ,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Sports,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60776085,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,Less than that,Less than that,Do not watch at this time,,{0},It get to choose what to watch,"Monday,Tuesday,Thursday,Sunday","Local drama,Other (specify)",Tanzanian,, ,, ,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
