SbjNum,Mobile Money Providers/MSP Awareness,Mobile Money Providers/MSP registered with or Used',Q64.      Other Mobile Money Providers/MSP registered with or Used',Airtel (Airtel Money),MTN (MTN Mobile Money),Zamtel,Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite,Zampost,{0},None,Airtel (Airtel Money),Ever Used Airtel (Airtel Money),MTN (MTN Mobile Money),Ever Used MTN (MTN Mobile Money),Zamtel,Ever Used Zamtel,Zoona,Ever Used Zoona,Zanaco (Zapit),Ever Used Zanaco (Zapit),FNB (ewallet),Ever Used FNB (ewallet),Shoprite,Ever Used Shoprite,Zampost,Ever Used Zampost,{0},Ever Used {0},None,None,#N/A,Airtel (Airtel Money),MTN (MTN Mobile Money),Zamtel,Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite,Zampost,{0},None
60532792,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60533355,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60534190,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,Satisfied,,,,,,
60534385,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,,,,,,,
60534386,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Recharged your airtime,Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,,,,,,,
60534387,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,No,Yes,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60534388,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60534661,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60535857,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60536494,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Withdrawn money,Other (specify)", ,, ,"Other (specify),Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Extremely satisfied,,,,,,
60536495,Yes,"Airtel (Airtel Money),Zoona,Shoprite,Zampost", ,Yes,,,Yes,,,Yes,Yes,,,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,Other (specify), ,, ,, ,Withdrawn money, ,Other (specify), ,, ,, ,,Extremely satisfied,,,Satisfied,,,Satisfied,Satisfied,,
60536496,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,Yes,,Yes,,,,,,,Withdrawn money, ,"Withdrawn money,Other (specify),Sent money by SMS to another mobile number", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,Dissatisfied,Satisfied,,Satisfied,,,,,,
60536662,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Shoprite", ,Yes,Yes,,Yes,,,Yes,,,,"Withdrawn money,Sent money by SMS to another mobile number", ,Withdrawn money, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,,Extremely satisfied,Extremely satisfied,,Satisfied,,,Extremely satisfied,,,
60536769,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,Withdrawn money, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60536770,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Withdrawn money, ,,,,,,,,,,,Satisfied
60536771,Yes,"Airtel (Airtel Money),Zoona", ,No,,,Yes,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60536801,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60537539,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Recharged your airtime,Withdrawn money", ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Extremely satisfied,,,,,,,,
60537556,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Satisfied
60537877,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Shoprite", ,Yes,Yes,,Yes,,,Yes,,,,"Withdrawn money,Other (specify)", ,"Withdrawn money,Other (specify)", ,, ,"Withdrawn money,Other (specify)", ,, ,, ,Other (specify), ,, ,, ,, ,,Satisfied,Extremely satisfied,,Dissatisfied,,,Extremely satisfied,,,
60538019,Yes,Zanaco (Zapit), ,,,,,Yes,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,Satisfied,,,,,
60538184,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60538612,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60538849,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Other (specify), ,,,,,,,,,,,Dissatisfied
60539863,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60540117,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,Satisfied,,,,,,
60540118,Yes,"Airtel (Airtel Money),Zoona,Zanaco (Zapit)", ,Yes,,,Yes,Yes,,,,,,Recharged your airtime, ,, ,, ,Sent money by SMS to another mobile number, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,Satisfied,,,,,
60540119,Yes,"Airtel (Airtel Money),Zoona", ,Yes,,,Yes,,,,,,,Recharged your airtime, ,, ,, ,Recharged your airtime, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,,,,,,
60540120,Yes,"Airtel (Airtel Money),Zoona,FNB (ewallet)", ,No,,,Yes,,Yes,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60540121,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,Satisfied,,,,,,
60540122,Yes,"Zoona,Zanaco (Zapit)", ,,,,Yes,Yes,,,,,,, ,, ,, ,"Withdrawn money,Other (specify)", ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,Satisfied,,,,,
60540123,Yes,"MTN (MTN Mobile Money),Zoona", ,,No,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60540326,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60540719,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,,,,,,,
60540720,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60540721,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Sent money by SMS to another mobile number,Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60540722,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60540723,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60540724,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,"Paid a bill,Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60540725,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60540726,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60540727,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,"Recharged your airtime,Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60541393,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Shoprite,Zampost", ,Yes,Yes,,Yes,,,Yes,Yes,,,Sent money to a bank account, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,Withdrawn money, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,Withdrawn money, ,, ,, ,,Extremely satisfied,Extremely satisfied,,Extremely satisfied,,,Neither satisfied nor dissatisfied,Satisfied,,
60541600,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Sent money to a bank account,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60541872,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60541873,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60541874,Yes,"Airtel (Airtel Money),Zoona,Zampost", ,Yes,,,Yes,,,,Yes,,,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,,Neither satisfied nor dissatisfied,,,Dissatisfied,,,,Satisfied,,
60541875,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),Zampost", ,Yes,Yes,,Yes,Yes,,,Yes,,,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Sent money to a bank account,Withdrawn money", ,, ,, ,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,,Extremely satisfied,Extremely satisfied,,Extremely satisfied,Satisfied,,,Satisfied,,
60541876,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,Yes,,Yes,,,,,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,"Recharged your airtime,Paid a bill,Withdrawn money", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,Neither satisfied nor dissatisfied,Satisfied,,Dissatisfied,,,,,,
60541877,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,Neither satisfied nor dissatisfied,,,,,,
60541878,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Neither satisfied nor dissatisfied,,,,,,,,
60541879,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,Yes,,Yes,,,,,,,"Recharged your airtime,Paid a bill,Withdrawn money", ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,Satisfied,Extremely satisfied,,Neither satisfied nor dissatisfied,,,,,,
60541904,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Neither satisfied nor dissatisfied,,,,,,,,
60542679,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,No,Yes,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60543022,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,,,,,,,,,
60543023,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60543024,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60543025,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60543026,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60543321,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Recharged your airtime, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60543322,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Dissatisfied,,,,,,,,,
60543324,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60543325,Yes,"MTN (MTN Mobile Money),Zanaco (Zapit)", ,,Yes,,,Yes,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,Satisfied,,,,,
60543326,Yes,"MTN (MTN Mobile Money),Zanaco (Zapit)", ,,Yes,,,Yes,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,Satisfied,,,,,
60543327,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Dissatisfied
60543328,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60543874,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Sent money to a bank account,Online shopping,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60548541,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60549183,Yes,"MTN (MTN Mobile Money),Zanaco (Zapit)", ,,Yes,,,No,,,,,,, ,Recharged your airtime, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,Satisfied,,,,,
60549600,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60549601,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60549602,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60549603,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),Shoprite", ,Yes,No,,Yes,Yes,,Yes,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60549604,Yes,"Airtel (Airtel Money),Zoona,Zanaco (Zapit)", ,Yes,,,Yes,Yes,,,,,,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,Satisfied,,,,,
60549605,Yes,"Zoona,Zanaco (Zapit)", ,,,,Yes,Yes,,,,,,, ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,Satisfied,,,,,
60549710,Yes,"Airtel (Airtel Money),Zoona", ,Yes,,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60549711,Yes,Zoona, ,,,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60549712,Yes,"Airtel (Airtel Money),Zoona", ,Yes,,,Yes,,,,,,,"Recharged your airtime,Withdrawn money", ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,,,Extremely satisfied,,,,,,
60549713,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,Yes,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60549714,Yes,"Zoona,Shoprite", ,,,,Yes,,,No,,,,, ,, ,, ,Withdrawn money, ,, ,, ,Withdrawn money, ,, ,, ,, ,,,,,Extremely satisfied,,,Satisfied,,,
60549715,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,Yes,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60550261,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60550361,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,No,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60550362,Yes,Airtel (Airtel Money), ,No,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60550363,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60550364,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60550365,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60550366,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,,,,,,,,,
60550986,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Sent money to a bank account, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60551587,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60551800,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60552083,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Haven’t used any services, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Dissatisfied,,,,,,,,
60552219,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,Satisfied,,Satisfied,,,,,,
60552946,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60553081,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60553130,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60553131,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60553775,Yes,"MTN (MTN Mobile Money),Shoprite", ,,Yes,,,,,No,,,,, ,"Recharged your airtime,Paid a bill,Withdrawn money", ,, ,, ,, ,, ,"Withdrawn money,Other (specify)", ,, ,, ,, ,,,Extremely satisfied,,,,,Extremely satisfied,,,
60553776,Yes,"MTN (MTN Mobile Money),Zanaco (Zapit)", ,,Yes,,,Yes,,,,,,, ,"Recharged your airtime,Withdrawn money,Paid a bill,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,Extremely dissatisfied,,,,,
60553921,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Extremely satisfied,,,,,,
60553922,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,,,,,Extremely satisfied,,,,,,
60554675,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Recharged your airtime, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60554815,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60554971,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Recharged your airtime,Withdrawn money", ,"Recharged your airtime,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60555110,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Recharged your airtime,Sent money by SMS to another mobile number,Online shopping,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60555311,Yes,MTN (MTN Mobile Money), ,,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60555743,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60555767,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,No,Yes,,Yes,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60555768,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Paid a bill, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60555769,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60555770,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60556109,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Zanaco (Zapit)", ,Yes,Yes,,Yes,Yes,,,,,,"Paid a bill,Sent money by SMS to another mobile number", ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,Satisfied,Satisfied,,,,,
60556261,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60556427,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60556428,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60556558,Yes,Zanaco (Zapit), ,,,,,Yes,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,Extremely satisfied,,,,,
60558612,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60558636,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60558637,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60558638,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60558639,Yes,"Airtel (Airtel Money),Zoona,Zanaco (Zapit),Shoprite", ,Yes,,,Yes,Yes,,Yes,,,,"Paid a bill,Recharged your airtime,Sent money by SMS to another mobile number,Sent money to a bank account,Withdrawn money", ,, ,, ,"Paid a bill,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,,Satisfied,,,Satisfied,Neither satisfied nor dissatisfied,,Satisfied,,,
60558640,Yes,"Airtel (Airtel Money),Zoona", ,Yes,,,Yes,,,,,,,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,,,,,,
