SbjNum,TOM - TV Spontaneous Awareness,Other Mentions - TV Spontaneous Awareness,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
60537877,"Emmanuel TV,ITV Choice,MTV Base,Zee World,TV 2,TV1", ,"Channel Ten,Citizen TV,Classica,Clouds TV,CNBC,Fox Movies,Gospel Music TV,MBC,Sony Max,Star Plus,Startimes Sports 2,SuperSport,SuperSport 1,SuperSport 2,TBC 1,Diamond","Channel Ten,Emmanuel TV,MTV Base,SuperSport,SuperSport 1,SuperSport 2,Zee World,TV 2,TV1",SuperSport 2,"SuperSport,SuperSport 2,TV 2,TV1","SuperSport,SuperSport 1,TV 2,TV1","Channel Ten,Emmanuel TV,MTV Base,SuperSport,SuperSport 1,SuperSport 2,Zee World,TV 2,TV1"
60538019,Hope Channel, ,"Q TV,SuperSport 1,SuperSport 2","Hope Channel,Q TV,SuperSport 1,SuperSport 2","Hope Channel,Q TV,SuperSport 1,SuperSport 2","Hope Channel,Q TV,SuperSport 1,SuperSport 2","Hope Channel,Q TV,SuperSport 1,SuperSport 2","Hope Channel,Q TV,SuperSport 1,SuperSport 2"
60538184,"1 Music,African Magic, Zambezi Magic,Al Jazeera,B4U Movies,Hope Channel,Muvi TV,My TV,Nat Geo Wild,National Geographic Channel,Nickelodeon,Prime Television,Q TV,StarTimes Bollywood HD,SuperSport 3,Telemundo,Zee World,Diamond", ,"E Africa,MTV Base,Music,SuperSport 2,SuperSport 9,TBN,TV 3,Zuku Movies Family,Zuku Zone","1 Music,African Magic, Zambezi Magic,Al Jazeera,B4U Movies,E Africa,Hope Channel,MTV Base,Music,Muvi TV,My TV,Nat Geo Wild,National Geographic Channel,Nickelodeon,Prime Television,Q TV,StarTimes Bollywood HD,SuperSport 2,SuperSport 3,SuperSport 9,TBN,Telemundo,Zee World,TV 3,Zuku Movies Family,Zuku Zone,Diamond","African Magic, Zambezi Magic,Hope Channel,Nickelodeon,Prime Television,Q TV,Zee World","1 Music,African Magic, Zambezi Magic,Al Jazeera,B4U Movies,E Africa,Hope Channel,MTV Base,Music,Muvi TV,My TV,Nat Geo Wild,National Geographic Channel,Nickelodeon,Prime Television,Q TV,StarTimes Bollywood HD,SuperSport 2,SuperSport 3,SuperSport 9,TBN,Telemundo,Zee World,TV 3,Zuku Movies Family,Zuku Zone,Diamond","1 Music,African Magic, Zambezi Magic,Al Jazeera,B4U Movies,E Africa,Hope Channel,MTV Base,Music,Muvi TV,My TV,Nat Geo Wild,National Geographic Channel,Nickelodeon,Prime Television,Q TV,StarTimes Bollywood HD,SuperSport 2,SuperSport 3,SuperSport 9,TBN,Telemundo,Zee World,TV 3,Zuku Movies Family,Zuku Zone,Diamond","1 Music,African Magic, Zambezi Magic,Al Jazeera,B4U Movies,E Africa,Hope Channel,MTV Base,Music,Muvi TV,My TV,Nat Geo Wild,National Geographic Channel,Nickelodeon,Prime Television,Q TV,StarTimes Bollywood HD,SuperSport 2,SuperSport 3,SuperSport 9,TBN,Telemundo,Zee World,TV 3,Zuku Movies Family,Zuku Zone,Diamond"
60538612,"African Movie Channel (AMC),Emmanuel TV,Zee World", ,"African Magic, Zambezi Magic","African Movie Channel (AMC),Zee World","African Movie Channel (AMC),Zee World","African Movie Channel (AMC),Zee World","African Movie Channel (AMC),Zee World","African Movie Channel (AMC),Zee World"
60538849,"TV 2,TV1", ,None,,,,,
60539863,"African Magic, Zambezi Magic,Q TV,Zee World", ,Africa Unite,"Q TV,Zee World",Zee World,"Q TV,Zee World",Zee World,"Q TV,Zee World"
60540117,"African Magic, Zambezi Magic,Telemundo,Zee World,TV 2,TV1,Diamond", ,"BBC World News,E Africa,Emmanuel TV,Hope Channel,SuperSport","African Magic, Zambezi Magic,E Africa,Emmanuel TV,Hope Channel,Telemundo,Zee World,TV 2,TV1,Diamond,Don't know",Don't know,"African Magic, Zambezi Magic,E Africa,Emmanuel TV,Hope Channel,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,E Africa,Emmanuel TV,Hope Channel,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,E Africa,Emmanuel TV,Hope Channel,Telemundo,Zee World,TV 2,TV1,Diamond"
60540118,"African Magic, Zambezi Magic,Al Jazeera,BBC World News,Fox,Prime Television,Others",One Zed,"Emmanuel TV,M-Net,Muvi TV,Trace Urban,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Emmanuel TV,Fox,M-Net,Muvi TV,Prime Television,Trace Urban,TV 2,TV1,Diamond,{0}","African Magic, Zambezi Magic,Prime Television,TV1","African Magic, Zambezi Magic,Emmanuel TV,Muvi TV,Prime Television,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Emmanuel TV,Muvi TV,Prime Television,Trace Urban,TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Emmanuel TV,Fox,M-Net,Muvi TV,Prime Television,Trace Urban,TV 2,TV1,Diamond"
60540119,"African Magic, Zambezi Magic,CNN,Disney Channel,Fox,M-Net Movies Action,QTV Zambia,TV 2,TV1,Diamond", ,SuperSport 3,"African Magic, Zambezi Magic,CNN,Disney Channel,Fox,M-Net Movies Action,QTV Zambia,SuperSport 3,TV 2,TV1,Diamond","CNN,TV 2,TV1","African Magic, Zambezi Magic,CNN,Disney Channel,Fox,M-Net Movies Action,QTV Zambia,SuperSport 3,TV 2,TV1,Diamond","African Magic, Zambezi Magic,CNN,Disney Channel,Fox,M-Net Movies Action,QTV Zambia,SuperSport 3,TV 2,TV1,Diamond","African Magic, Zambezi Magic,CNN,Disney Channel,Fox,M-Net Movies Action,QTV Zambia,SuperSport 3,TV 2,TV1,Diamond"
60540120,"African Magic, Zambezi Magic,E! Entertainment,M-Net Movies Zone,Nat Geo Wild,Nickelodeon,Prime Television,QTV Zambia,TV 2,TV1,Diamond", ,Channel O,"African Magic, Zambezi Magic,Channel O,E! Entertainment,M-Net Movies Zone,Nat Geo Wild,Nickelodeon,Prime Television,QTV Zambia,TV 2,TV1,Diamond","E! Entertainment,Nickelodeon,Prime Television","African Magic, Zambezi Magic,E! Entertainment,M-Net Movies Zone,Nickelodeon,Prime Television,QTV Zambia,Diamond","African Magic, Zambezi Magic,E! Entertainment,M-Net Movies Zone,Nat Geo Wild,Nickelodeon,Prime Television,QTV Zambia,TV 2,TV1,Diamond","African Magic, Zambezi Magic,E! Entertainment,M-Net Movies Zone,Nat Geo Wild,Nickelodeon,Prime Television,QTV Zambia,TV 2,TV1,Diamond"
60540121,"African Magic, Zambezi Magic,Discovery Family,E Africa,Emmanuel TV,Muvi TV,SuperSport 3,TBN,Telemundo,Zee World,TV 2,TV1,Diamond", ,"Prime Television,QTV Zambia","African Magic, Zambezi Magic,Discovery Family,E Africa,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,SuperSport 3,TBN,Telemundo,Zee World,TV 2,TV1,Diamond",Zee World,"African Magic, Zambezi Magic,Discovery Family,E Africa,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,SuperSport 3,TBN,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Discovery Family,E Africa,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,SuperSport 3,TBN,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Discovery Family,E Africa,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,SuperSport 3,TBN,Telemundo,Zee World,TV 2,TV1,Diamond"
60540122,"African Magic, Zambezi Magic,BBC World News,CNN,E Africa,E! Entertainment,Emmanuel TV,Fox,M-Net,MTV,Muvi TV,Prime Television,QTV Zambia,SuperSport,Trace Urban,TV 2,TV1,Diamond", ,"Al Jazeera,Nat Geo Wild,Nickelodeon,Telemundo,Zee World","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,E Africa,E! Entertainment,Emmanuel TV,Fox,M-Net,MTV,Muvi TV,Nat Geo Wild,Nickelodeon,Prime Television,QTV Zambia,SuperSport,Telemundo,Trace Urban,Zee World,TV 2,TV1,Diamond","Telemundo,TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,E Africa,E! Entertainment,Emmanuel TV,Fox,M-Net,MTV,Muvi TV,Nat Geo Wild,Nickelodeon,Prime Television,QTV Zambia,SuperSport,Telemundo,Trace Urban,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,E Africa,E! Entertainment,Emmanuel TV,Fox,M-Net,MTV,Muvi TV,Nat Geo Wild,Nickelodeon,Prime Television,QTV Zambia,SuperSport,Telemundo,Trace Urban,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,BBC World News,CNN,E Africa,Emmanuel TV,Fox,Prime Television,QTV Zambia,SuperSport,Telemundo,Zee World,TV 2,TV1,Diamond"
60540123,"African Magic, Zambezi Magic,BBC World News,Emmanuel TV,SuperSport,Zee World,TV 2,TV1", ,"M-Net Movies Zone,National Geographic Channel,Prime Television,SuperSport 4,Telemundo,Diamond","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,M-Net Movies Zone,National Geographic Channel,Prime Television,SuperSport,SuperSport 4,Telemundo,Zee World,TV 2,TV1,Diamond","M-Net Movies Zone,Prime Television,TV 2,TV1,Diamond","Emmanuel TV,M-Net Movies Zone,Prime Television,SuperSport 4,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,M-Net Movies Zone,National Geographic Channel,Prime Television,SuperSport,SuperSport 4,Telemundo,Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,M-Net Movies Zone,National Geographic Channel,Prime Television,SuperSport,SuperSport 4,Telemundo,Zee World,TV 2,TV1,Diamond"
60540326,"African Movie Channel (AMC),MTV Base,QTV Zambia,Telemundo,Zee World,TV 2,TV1,Others",Epic,"African Magic, Zambezi Magic,BBC World News,Channel O,E! Entertainment,Jim Jam,Nickelodeon","African Magic, Zambezi Magic,African Movie Channel (AMC),BBC World News,Channel O,E! Entertainment,Jim Jam,MTV Base,Nickelodeon,QTV Zambia,Telemundo,Zee World,TV 2,TV1,{0}","E! Entertainment,Nickelodeon,Telemundo,Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Channel O,E! Entertainment,Jim Jam,MTV Base,Nickelodeon,Telemundo,Zee World","African Magic, Zambezi Magic,African Movie Channel (AMC),Channel O,E! Entertainment,Jim Jam,MTV Base,Nickelodeon,Telemundo,Zee World,TV 2,TV1","African Magic, Zambezi Magic,African Movie Channel (AMC),BBC World News,Channel O,E! Entertainment,Jim Jam,MTV Base,Nickelodeon,QTV Zambia,Telemundo,Zee World,TV 2,TV1"
60540719,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,BBC World News,Cartoon network,Emmanuel TV,M-Net Movies Action,TBN,Zee World", ,"CCTV News,CNN,SuperSport 9,TV 2,TV1","TV 2,TV1",TV1,TV 2,TV1,TV1
60540720,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,AMC Series,Animal Planet,BBC World News,Star Series E1,Star Zone- movies,StarTimes Bollywood HD,StarTimes Dadin Kowa,StarTimes Music,StarTimes SA Music,StarTimes Soul,Startimes Sports 2", ,"AMC USA,Baby TV,BBC Lifestyle,E Africa,Emmanuel TV,Fox Sports,Muvi TV,Star Bollywood,Star KungFu 1,Star Novela E1,Star Novela E3,Star One,Star Plus,StarTimes Gospel","Animal Planet,Emmanuel TV,Fox Sports,Star KungFu 1,Star Novela E1,Star Novela E3,Star One,Star Plus,Star Series E1,Star Zone- movies",Animal Planet,Fox Sports,Fox Sports,Star Novela E1
60540721,"Disney Channel,Nat Geo Gold,Parliament TV,Peace TV,SuperSport,SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Zee World", ,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,BBC World News,Discovery Channel,E! Entertainment,Emmanuel TV,Eva English,Fashion One,Fashion TV,Fox Entertainment,M-Net Movies Action,M-Net Movies Zone,Prime Television,Sony Entertainment,Telemundo,TV 2,TV 3","African Magic, Zambezi Magic,SuperSport 1,SuperSport 2,SuperSport 9,Telemundo,TV 2",TV 2,Telemundo,"SuperSport 9,TV 2",TV 2
60540722,"African Magic, Zambezi Magic,Al Jazeera,Cartoon network,Discovery Channel,Discovery Family,Discovery IDX,E! Entertainment,Emmanuel TV,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Family,M-Net Movies Premier", ,"African Movie Channel (AMC),BBC Lifestyle,Bloomberg,Fox Sports,MTV Base","African Magic, Zambezi Magic,Cartoon network,Emmanuel TV,M-Net Movies Action",M-Net Movies Action,Emmanuel TV,"African Magic, Zambezi Magic,Cartoon network","African Magic, Zambezi Magic"
60540723,"African Magic, Zambezi Magic,SuperSport 3,SuperSport 9,TV 2", ,"BBC World News,Boomerang,Disney Channel,E Africa,Emmanuel TV,Family TV,Fashion One,Fox Entertainment,Fox Movies,Fox News,M-Net Movies Action,Telemundo,Zee World","African Magic, Zambezi Magic,SuperSport 3,SuperSport 9,TV 2",TV 2,"SuperSport 3,SuperSport 9","African Magic, Zambezi Magic,SuperSport 3,SuperSport 9,TV 2","African Magic, Zambezi Magic,SuperSport 3,SuperSport 9,TV 2"
60540724,"SuperSport 1,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9", ,"African Magic, Zambezi Magic,Cartoon network,Euro News (English)","SuperSport 1,SuperSport 9",SuperSport 1,SuperSport 9,SuperSport 1,"SuperSport 1,SuperSport 9"
60540725,"African Magic, Zambezi Magic,Kiss,Kiss (KE),Zuku Movies Action,Zuku Movies Family,Zuku Movies Max,Zuku Nolly,Zuku Novella,Zuku Sports,Zuku Swahili Movies,Zuku Zone", ,"Africa Unite,Al Jazeera,BBC World News,E! Entertainment,Emmanuel TV,M-Net Movies Action,Zuku Entertainment,Zuku Kids,Zuku Life","Kiss,Kiss (KE),Zuku Movies Action,Zuku Movies Family,Zuku Movies Max",Zuku Movies Action,Zuku Movies Action,"Kiss (KE),Zuku Movies Action,Zuku Movies Family","Zuku Movies Action,Zuku Movies Family,Zuku Movies Max"
60540726,"African Magic, Zambezi Magic,StarTimes Gospel,StarTimes Music", ,"African Movie Channel (AMC),Star Africa 2,Star KungFu 1,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E1,Star Novela E3,Star One,Star Plus,StarTimes Bollywood HD,StarTimes SA Music","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1","African Magic, Zambezi Magic,Star Movies 1","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1","African Magic, Zambezi Magic,Star KungFu 1,Star Movies 1"
60540727,"BBC World News,SuperSport 1,SuperSport 3,SuperSport 9", ,"African Magic, Zambezi Magic,Al Jazeera,AMC Series,AMC USA,Animal Planet,BBC Earth,BBC First,BBC Lifestyle,Cartoon network,E Africa,SuperSport 4,Telemundo,Zee World,TV 2,TV 3,TV1","BBC World News,SuperSport 1,SuperSport 3,SuperSport 4,SuperSport 9,TV 2,TV 3,TV1","BBC World News,SuperSport 9,TV1","BBC World News,SuperSport 1,TV 2","BBC World News,TV 2,TV 3","BBC World News,SuperSport 1,SuperSport 3,SuperSport 4,SuperSport 9,TV 2,TV 3,TV1"
60541393,"Al Jazeera,E! Entertainment,Telemundo,Zee World,TV 2,TV1,Diamond", ,"African Movie Channel (AMC),QTV Zambia","African Movie Channel (AMC),E! Entertainment,Telemundo,Zee World,TV 2,TV1","African Movie Channel (AMC),E! Entertainment,Telemundo,Zee World,TV 2,TV1","African Movie Channel (AMC),E! Entertainment,Telemundo,Zee World,TV 2,TV1","E! Entertainment,Telemundo,Zee World,TV1","African Movie Channel (AMC),E! Entertainment,Telemundo,Zee World,TV 2,TV1"
60541600,"Bollywood,SuperSport 2,SuperSport 4,SuperSport 5,Supersport Blitz,Zee World", ,"African Magic, Zambezi Magic,Al Jazeera,AMC Series,BBC Lifestyle,BBC World News,Discovery Channel,Discovery Family,Muvi TV,SuperSport 1,SuperSport 6,SuperSport 8,Zee Cinema","African Magic, Zambezi Magic,BBC World News,SuperSport 2,SuperSport 4,SuperSport 5","African Magic, Zambezi Magic","African Magic, Zambezi Magic,BBC World News,SuperSport 2,SuperSport 4,SuperSport 5","African Magic, Zambezi Magic,SuperSport 2,SuperSport 4,SuperSport 5","African Magic, Zambezi Magic,BBC World News,SuperSport 2,SuperSport 4,SuperSport 5"
60541872,"African Magic, Zambezi Magic,Zee World,TV 2,TV 3,TV1", ,"Bollywood,Disney Channel,Emmanuel TV,M-Net Movies Zone,Muvi TV,Supersport Blitz,Telemundo","Supersport Blitz,Zee World,TV 2,TV1",TV1,Zee World,"Supersport Blitz,Zee World,TV 2,TV1","Supersport Blitz,Zee World,TV 2,TV1"
60541873,"TV 2,TV1", ,Zee World,TV1,TV1,TV1,TV1,TV1
60541874,Zee World, ,"African Magic, Zambezi Magic,TV1","African Magic, Zambezi Magic,Zee World,TV1",Zee World,Zee World,"African Magic, Zambezi Magic,Zee World,TV1","African Magic, Zambezi Magic,Zee World,TV1"
60541875,"BBC World News,TV 2,TV1", ,"National Geographic Channel,SuperSport,SuperSport 3,Supersport Blitz,SuperSport Select","BBC World News,National Geographic Channel,SuperSport,SuperSport 3,SuperSport Select,TV 2,TV1",TV1,TV1,"BBC World News,SuperSport,TV1","BBC World News,National Geographic Channel,SuperSport,SuperSport Select,TV 2,TV1"
60541876,"CBC TV,Zee World,TV1", ,"BBC World News,Disney Channel,Emmanuel TV,Telemundo,TV 2","BBC World News,Emmanuel TV,Zee World,TV 2,TV1",Zee World,"Zee World,TV1","Emmanuel TV,Zee World,TV1","BBC World News,Emmanuel TV,Zee World,TV 2,TV1"
60541877,"African Magic, Zambezi Magic,BBC World News,Prime Television,Zing,TV1", ,"Disney Channel,Emmanuel TV,Jim Jam,Muvi TV,Telemundo,Zee World,TV 2","African Magic, Zambezi Magic,BBC World News,Disney Channel,Emmanuel TV,Prime Television,Zee World,TV 2,TV1","African Magic, Zambezi Magic,TV1","Disney Channel,TV 2,TV1","Disney Channel,Emmanuel TV,Prime Television,TV 2,TV1","BBC World News,Disney Channel,Emmanuel TV,Prime Television,Zee World,TV 2,TV1"
60541878,"Q TV,SuperSport 1,Zee World", ,"African Magic, Zambezi Magic,Emmanuel TV,Mobi Tv,Muvi TV,Nat Geo Wild,Prime Television,Supersport Blitz,Telemundo,TV 2,TV1","African Magic, Zambezi Magic,Emmanuel TV,Mobi Tv,Nat Geo Wild,Prime Television,Q TV,SuperSport 1,Supersport Blitz,Telemundo,Zee World,TV 2,TV1",SuperSport 1,"SuperSport 1,Supersport Blitz","Emmanuel TV,SuperSport 1,Supersport Blitz","African Magic, Zambezi Magic,Emmanuel TV,Q TV,SuperSport 1,Supersport Blitz,TV 2,TV1"
60541879,"African Magic, Zambezi Magic,Animal Planet,BBC World News,Emmanuel TV", ,"E Africa,Nat Geo Wild,One Gospel,Parliament TV,Prime Television,Q TV,SuperSport,Trace Gospel,Zee World,TV 2,TV1","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,Nat Geo Wild,One Gospel,Prime Television,Zee World,TV 2,TV1",Emmanuel TV,Emmanuel TV,"African Magic, Zambezi Magic,Emmanuel TV,One Gospel","African Magic, Zambezi Magic,BBC World News,Emmanuel TV,Nat Geo Wild,One Gospel,Zee World,TV1"
60541904,"MTV Base,Zee World,TV1", ,"African Magic, Zambezi Magic,BET,Discovery Family,Fox Movies","MTV Base,Zee World",MTV Base,Zee World,"MTV Base,Zee World","MTV Base,Zee World"
60542679,"Prime Television,SuperSport 3,SuperSport 7,Supersport Blitz", ,"African Magic, Zambezi Magic,Fox News,Fox Sports,M-Net Movies Comedy","Fox News,SuperSport 3,SuperSport 7","Fox News,SuperSport 3","Fox News,SuperSport 3,SuperSport 7","Fox News,SuperSport 3,SuperSport 7","Fox News,SuperSport 3,SuperSport 7"
60543022,"QTV Zambia,TV 2,TV1", ,"African Magic, Zambezi Magic,CBS TV,E Africa,Emmanuel TV,M-Net Movies Action,M-Net Movies Action +,MTV Base,Muvi TV,Nickelodeon,Prime Television,SuperSport Select,Telemundo,Zee World","QTV Zambia,TV 2,TV1",TV 2,"TV 2,TV1","QTV Zambia,TV 2,TV1","QTV Zambia,TV 2,TV1"
60543023,"African Magic, Zambezi Magic,Studio Universal,Trace Urban,Zee World,Diamond", ,"BBC Lifestyle,BBC World News,Bollywood,Disney Channel,Disney XD,E Africa,Emmanuel TV,M-Net Movies Action,MTV Base,Nickelodeon,SuperSport 9,Telemundo,TV 2,TV 3,TV1","African Magic, Zambezi Magic,Disney XD,E Africa,Trace Urban,Zee World",Zee World,"African Magic, Zambezi Magic,Disney XD,Zee World","African Magic, Zambezi Magic,Disney XD,E Africa,Trace Urban,Zee World","African Magic, Zambezi Magic,Disney XD,E Africa,Trace Urban,Zee World"
60543024,"African Magic, Zambezi Magic,TV 2,TV1", ,"BBC World News,QTV Zambia","African Magic, Zambezi Magic,QTV Zambia,TV 2,TV1","African Magic, Zambezi Magic,QTV Zambia","African Magic, Zambezi Magic,QTV Zambia","African Magic, Zambezi Magic,QTV Zambia,TV 2,TV1","African Magic, Zambezi Magic,QTV Zambia,TV 2,TV1"
60543025,"CBC TV,Prime Television,TBN,TV 2,TV 3,TV1,Others",covenant TV,Baby TV,"Prime Television,TV 2,TV 3,TV1",TV 2,"Prime Television,TV 2,TV1","Prime Television,TV 2,TV1","Prime Television,TV 2,TV1"
60543026,"Muvi TV,Prime Television,QTV Zambia", ,"African Magic, Zambezi Magic,Al Jazeera,Emmanuel TV,ESPN,M-Net Movies Action +,M-Net Movies Comedy,MTV Base,Parliament TV,Sony Max,SuperSport 3,Telemundo,Zee World,TV 2,TV1","Al Jazeera,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,Sony Max,Zee World,TV 2,TV1",Muvi TV,"Muvi TV,Prime Television","Muvi TV,Prime Television,QTV Zambia","Al Jazeera,Emmanuel TV,Muvi TV,Prime Television,QTV Zambia,Sony Max,TV1"
60543321,"MTV Base,Trace Urban", ,"African Magic, Zambezi Magic,Al Jazeera,B4U Movies,BET,Bollywood,Channel O,Fashion TV,Fox","African Magic, Zambezi Magic,MTV Base",MTV Base,MTV Base,MTV Base,MTV Base
60543322,"Disney Channel,Disney XD,Telemundo,Zee World", ,"African Magic, Zambezi Magic,E! Entertainment,MTV,TV 2,TV 3,TV1","African Magic, Zambezi Magic,Disney Channel,Zee World,TV1",TV1,"Disney Channel,Zee World,TV1","Disney Channel,Zee World,TV1","African Magic, Zambezi Magic,Disney Channel,Zee World,TV1"
60543324,"Chipata,Muvi TV,TV1", ,None,,,,,
60543325,"African Magic, Zambezi Magic,Star KungFu 1,Star Series E1,Zee World,TV 2,TV 3,TV1,Diamond", ,"1 Music,ABN TB,Africa Unite,African Movie Channel (AMC),Al Jazeera,AMC Series,Animal Planet,B4U Movies,Baby TV,Bakadoli,BBC Brit,BBC First,BBC Lifestyle,BBC World News,BET,BET International,Bloomberg,Bollywood,Boomerang,Capital TV,Cartoon network,CBC TV,Cbeebies,CBS TV,CCTV 9 Documentary,CCTV News,Channel ED,Channel O,Chipata,Citizen TV,City Channel Cable Network TV,Classic Music TV,Classica,CNBC,CNN,Comedy Central,Crime + Investigation,Discovery Channel,Discovery Family,Discovery IDX,Disney Channel,Disney XD,DW-TV,E Africa,E! Entertainment,EA TV,Ebony Life TV,Emmanuel TV,ESPN,Euro News (English),Eva English,Fashion One,Fashion TV,Fine Living Network,Food Network,Fox Crime,Fox Entertainment,Fox Movies,Fox Movies +2,Fox News,Fox Sports,Fox Sports 2,Fuel TV- Sports channel,FX,Glow TV,Gospel Music TV,History,Hope Channel,Hossana Tv,ID Investigation Discovery,Ignition,Inooro TV,Iroko Play-African Movies,Iroko Plus-African Movies,ITV Choice,Jim Jam,Joy TV,Mindset,M-Net,M-Net City,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Music,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Parliament TV,Prime Television,Q TV,QTV Zambia,SABC,Sky News,Sony Entertainment,Sony Max,Star Movies 1,Star Movies 1 +2Hrs,Star Novela E1,Star One,Star Plus,Star Zone- movies,StarTimes Bollywood HD,StarTimes Dadin Kowa,StarTimes Gospel,StarTimes Music,StarTimes SA Music,StarTimes Soul,Startimes Sports 2,Studio Universal,STV Guide,SuperSport,SuperSport 2,SuperSport 3,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport maximo,SuperSport Select,TBN,TCM,Telemundo,The Home Channel,TLC Entertainment,Trace Urban,Universal Channel,Vuzu,Vuzu AMP,Zuku Entertainment","1 Music,ABN TB,Africa Unite,African Magic, Zambezi Magic,Al Jazeera,Baby TV,BBC Brit,BBC First,BBC Lifestyle,BBC World News,BET,BET International,Bollywood,Boomerang,Cartoon network,Channel O,Chipata,CNBC,CNN,Comedy Central,Discovery Channel,Discovery Family,Discovery IDX,Disney Channel,Disney XD,DW-TV,E Africa,E! Entertainment,Ebony Life TV,Emmanuel TV,ESPN,Eva English,Fashion One,Food Network,Fox Crime,Fox Entertainment,Fox Movies +2,Fox News,Gospel Music TV,History,Hope Channel,Hossana Tv,ID Investigation Discovery,Iroko Play-African Movies,Iroko Plus-African Movies,Jim Jam,Joy TV,Mindset,M-Net,M-Net City,M-Net Movies Action,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Premier,M-Net Movies Romance,M-Net Movies Showcase,M-Net Movies Stars,M-Net Movies Zone,MTV,MTV Base,Music,Muvi TV,Mzansi,Nat Geo Gold,Nat Geo Wild,National Geographic Channel,Nick Jr,Nickelodeon,Prime Television,Q TV,QTV Zambia,SABC,Sony Entertainment,Sony Max,Star Zone- movies,StarTimes Gospel,StarTimes Music,Studio Universal,SuperSport,Telemundo,The Home Channel,TLC Entertainment,Universal Channel,Vuzu,Zee World,TV 2,TV 3,TV1,Diamond","Telemundo,Zee World,TV 2,TV1,Diamond","Zee World,TV 2,TV1,Diamond","African Magic, Zambezi Magic,Al Jazeera,Zee World,TV 2,TV1","African Magic, Zambezi Magic,Al Jazeera,BBC World News,Cartoon network,Chipata,CNN,E Africa,E! Entertainment,Star Zone- movies,StarTimes Gospel,StarTimes Music,SuperSport,Telemundo,Zee World,TV 2,TV 3,TV1,Diamond"
