SbjNum,TOM - Radio Spontaneous Awareness,Other Mentions - Radio Spontaneous Awareness,Radio Prompted Awareness,Total Awareness,Ever Listened to Radio,Radio Listeners (Yesterday),Radio Listeners (P7D - Past 7 Days),Radio Listeners (P4W) - Past 4 Weeks,Radio Listeners (P12M) - Past 12 Months
60515654,,,"Radio 4,Radio Christian Voice, Joy,Phoenix,Power,Q FM,Radio 1,Radio 2,Serenje,Radio 4,","Radio 4,Radio Christian Voice, Joy,Phoenix,Power,Q FM,Radio 1,Radio 2,Serenje,Radio 4,","Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Radio Christian Voice,Radio Christian Voice,"Radio 2,Radio Christian Voice","Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60515655,,,"Radio 1,Radio 2, KNC,Phoenix,Q FM,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","Radio 1,Radio 2, KNC,Phoenix,Q FM,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,",Radio 1,Radio 1,Radio 1,Radio 1,Radio 1
60515656,,,"Maranatha,Yatsani, Yangeni FMKNC,5FM,BBC,Blue Sky FM,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Maranatha,Yatsani, Yangeni FMKNC,5FM,BBC,Blue Sky FM,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Maranatha,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Radio 1,"Maranatha,Radio 1","Maranatha,Radio 1,Radio Christian Voice","Maranatha,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60515728,,,"Phoenix,Radio 1, BBC,Blue Sky FM,Joy,Radio 2,Radio 4,Radio Christian Voice,","Phoenix,Radio 1, BBC,Blue Sky FM,Joy,Radio 2,Radio 4,Radio Christian Voice,","BBC,Phoenix,Radio 1,Radio 2,",Radio 1,BBC,"BBC,Radio 1","BBC,Radio 1"
60516534,,,"5FM,BBC,Radio Christian Voice,Evelyn, Hone,Hot,Joy,Komboni Radio,Millennium,Phoenix,Roots,United Voice,UNZA Radio, One Love,Pan African,Parliament,Q FM,Radio Christian Voice,Rock FM,","5FM,BBC,Radio Christian Voice,Evelyn, Hone,Hot,Joy,Komboni Radio,Millennium,Phoenix,Roots,United Voice,UNZA Radio, One Love,Pan African,Parliament,Q FM,Radio Christian Voice,Rock FM,","BBC,Radio Christian Voice,Evelyn, Hone,Hot,Komboni Radio,Parliament,Phoenix,Radio Christian Voice,Roots,UNZA Radio,","Radio Christian Voice,Hot,Komboni Radio,Parliament,Phoenix,UNZA Radio","BBC,Radio Christian Voice,Evelyn, Hone,Hot,Komboni Radio,Parliament,Phoenix,Radio Christian Voice,Roots,Unza","BBC,Radio Christian Voice,Evelyn, Hone,Hot,Komboni Radio,Parliament,Phoenix,Radio Christian Voice,Roots,UNZA Radio","BBC,Radio Christian Voice,Evelyn, Hone,Hot,Komboni Radio,Parliament,Phoenix,Radio Christian Voice,Roots,UNZA Radio"
60516535,,,"Komboni Radio,Yatsani, Yangeni FM, Phoenix,Radio Christian Voice,Rock FM,UNZA Radio,","Komboni Radio,Yatsani, Yangeni FM, Phoenix,Radio Christian Voice,Rock FM,UNZA Radio,","Komboni Radio,Phoenix,Radio Christian Voice,Rock FM,Yatsani, Yangeni FM",Komboni Radio,"Komboni Radio,Radio Christian Voice","Komboni Radio,Radio Christian Voice","Komboni Radio,Phoenix,Radio Christian Voice,Yatsani, Yangeni FM"
60516536,,,"Radio Christian Voice,Komboni Radio,Radio 1,Radio 2, 5FM,BBC,Evelyn, Hone,Hot,Parliament,Phoenix,Power,Q FM,Radio 4,Rock FM,UNZA Radio,","Radio Christian Voice,Komboni Radio,Radio 1,Radio 2, 5FM,BBC,Evelyn, Hone,Hot,Parliament,Phoenix,Power,Q FM,Radio 4,Rock FM,UNZA Radio,","Komboni Radio,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","Komboni Radio,Radio 1,Radio 1","Komboni Radio,Phoenix,Q FM,Radio 1,Radio 1","Komboni Radio,Phoenix,Q FM,Radio 1,Radio 2,Radio 3","Komboni Radio,Phoenix,Q FM,Radio 1,Radio 2,Radio 4"
60516537,,,"Hot,Komboni Radio,Millennium,Phoenix,Q FM,Radio 1,Radio Christian Voice,Rock FM,UNZA Radio,Yatsani, Yangeni FM, 5FM,Joy,Metro FM,Parliament,Radio 2,Radio 4,Roots,","Hot,Komboni Radio,Millennium,Phoenix,Q FM,Radio 1,Radio Christian Voice,Rock FM,UNZA Radio,Yatsani, Yangeni FM, 5FM,Joy,Metro FM,Parliament,Radio 2,Radio 4,Roots,","Hot,Komboni Radio,Millennium,Q FM,Radio Christian Voice,Rock FM,","Hot,Rock FM","Hot,Komboni Radio,Rock FM","Hot,Komboni Radio,Rock FM","Hot,Komboni Radio,Millennium,Q FM,Radio Christian Voice,Rock FM"
60516538,,,"Joy,Komboni Radio, Radio Christian Voice,Parliament,Phoenix,UNZA Radio,","Joy,Komboni Radio, Radio Christian Voice,Parliament,Phoenix,UNZA Radio,",Komboni Radio,Komboni Radio,Komboni Radio,Komboni Radio,Komboni Radio
60516539,,,"Ama,Comet 10,Hot,Joy,Komboni Radio,Millennium,Parliament,Phoenix,Radio 1,Roots,UNZA Radio,5FM,Evelyn, Hone,","Ama,Comet 10,Hot,Joy,Komboni Radio,Millennium,Parliament,Phoenix,Radio 1,Roots,UNZA Radio,5FM,Evelyn, Hone,","Joy,Komboni Radio,Millennium,Radio 1,Roots,UNZA Radio,","Joy,Komboni Radio,Millennium,Radio 1,","Joy,Komboni Radio,Millennium,Radio 1,Roots,Unza,","Joy,Komboni Radio,Millennium,Radio 1,Roots,UNZA Radio,","Joy,Komboni Radio,Millennium,Radio 1,Roots,UNZA Radio,"
60519020,,,"Hot,Radio 1,Radio 2, 5FM,Radio Christian Voice,Komboni Radio,Phoenix,Radio Christian Voice,Rock FM,UNZA Radio,","Hot,Radio 1,Radio 2, 5FM,Radio Christian Voice,Komboni Radio,Phoenix,Radio Christian Voice,Rock FM,UNZA Radio,","Radio Christian Voice,Komboni Radio,Phoenix,Radio 1,Radio 2,UNZA Radio,",Radio 1,Radio 1,"Phoenix,Radio 1,UNZA Radio","Radio Christian Voice,Komboni Radio,Phoenix,Radio 1,Radio 2,UNZA Radio"
60519021,,,"5FM,Radio Christian Voice,Evelyn, Hone,Hot,Joy,Komboni Radio,Metro FM,Millennium,Pan African,Parliament,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rock FM,Roots,United Voice,UNZA Radio, BBC,Chongwe,","5FM,Radio Christian Voice,Evelyn, Hone,Hot,Joy,Komboni Radio,Metro FM,Millennium,Pan African,Parliament,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rock FM,Roots,United Voice,UNZA Radio, BBC,Chongwe,","5FM,BBC,Radio Christian Voice,Evelyn, Hone,Hot,Joy,Komboni Radio,Metro FM,Millennium,Pan African,Parliament,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Rock FM,UNZA Radio",BBC,BBC,BBC,"5FM,BBC,Radio Christian Voice,Evelyn, Hone,Hot,Joy,Komboni Radio,Metro FM,Millennium,Pan African,Parliament,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Rock FM,UNZA Radio"
60519022,,,"5FM,Evelyn, Hone,Hot,Joy,Komboni Radio,Millennium,Phoenix, Radio Christian Voice,Metro FM,Modern voice,One Love,Pan African,Parliament,Power,Q FM,Radio 1,Radio 2,Radio Christian Voice,Rock FM,United Voice,UNZA Radio,Yatsani, Yangeni FM,Radio 1,","5FM,Evelyn, Hone,Hot,Joy,Komboni Radio,Millennium,Phoenix, Radio Christian Voice,Metro FM,Modern voice,One Love,Pan African,Parliament,Power,Q FM,Radio 1,Radio 2,Radio Christian Voice,Rock FM,United Voice,UNZA Radio,Yatsani, Yangeni FM,Radio 1,","Evelyn, Hone,Hot,Komboni Radio,Metro FM,Millennium,Phoenix,Q FM,Radio 1,Radio Christian Voice,Rock FM,UNZA Radio",,nan,,"Komboni Radio,UNZA Radio"
60519023,,,"Komboni Radio,Radio 1,Radio 2, Radio 1,Radio 2,","Komboni Radio,Radio 1,Radio 2, Radio 1,Radio 2,","Komboni Radio,Radio 1,Radio 2,Radio 1,Radio 2",Radio 1,"Komboni Radio,Radio 1,Radio 1","Komboni Radio,Radio 1,Radio 2,Radio 1,Radio 1","Komboni Radio,Radio 1,Radio 2,Radio 1,Radio 2"
60519024,,,"Evelyn, Hone,Komboni Radio,Radio 1,Rock FM,UNZA Radio, 5FM,BBC,Hot,Joy,Metro FM,Millennium,Parliament,Phoenix,Q FM,Radio 2,Radio 1,","Evelyn, Hone,Komboni Radio,Radio 1,Rock FM,UNZA Radio, 5FM,BBC,Hot,Joy,Metro FM,Millennium,Parliament,Phoenix,Q FM,Radio 2,Radio 1,","5FM,Evelyn, Hone,Hot,Komboni Radio,Q FM,Radio 1,Rock FM,UNZA Radio,",Radio 1,"Komboni Radio,Radio 1,Rock FM","5FM,Evelyn, Hone,Hot,Komboni Radio,Q FM,Radio 1,Rock FM,UNZA Radio","5FM,Evelyn, Hone,Hot,Komboni Radio,Q FM,Radio 1,Rock FM,UNZA Radio"
60524230,,,"Radio 1,Radio 2,Radio 4,Breeze,BBC,Chikuni,Choma Maano,Kariba,Mazabuka,Parliament,Q FM,Radio Christian Voice,Sun FMFM, FM,Vision Maacha,Young Generation,Radio 1,Radio 2,Radio 4,","Radio 1,Radio 2,Radio 4,Breeze,BBC,Chikuni,Choma Maano,Kariba,Mazabuka,Parliament,Q FM,Radio Christian Voice,Sun FMFM, FM,Vision Maacha,Young Generation,Radio 1,Radio 2,Radio 4,","BBC,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,,",,"Mazabuka,Radio 1,Radio 1","Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","BBC,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,"
60524231,,,"Chikuni,Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Radio 1,Radio 2,Radio 4, BBC,Choma Maano,Sun FMFM, FM,","Chikuni,Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Radio 1,Radio 2,Radio 4, BBC,Choma Maano,Sun FMFM, FM,","BBC,Chikuni,Mazabuka,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Radio 1,Radio 2,Radio 4,",,Radio 3,"Chikuni,Mazabuka,Radio 1,Radio 2,Radio 3","BBC,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY"
60524419,,,"Hot,Joy,Q FM,Radio Christian Voice, 5FM,BBC,Evelyn, Hone,Komboni Radio,Parliament,Phoenix,UNZA Radio,Radio 1,","Hot,Joy,Q FM,Radio Christian Voice, 5FM,BBC,Evelyn, Hone,Komboni Radio,Parliament,Phoenix,UNZA Radio,Radio 1,","5FM,BBC,Hot,Joy,Komboni Radio,Parliament,Phoenix,Q FM,Radio Christian Voice,Radio 1,",Radio Christian Voice,Radio Christian Voice,Radio 1,
60524420,,,"Hot,Q FM, Joy,Pan African,Power,UNZA Radio,","Hot,Q FM, Joy,Pan African,Power,UNZA Radio,","Hot,Joy,Pan African,Power,Q FM,UNZA Radio,",,nan,,Hot
60524421,,,"Rock FM, Radio Christian Voice,Hot,Millennium,Pan African,Parliament,Radio 4,United Voice,UNZA Radio,Radio 4,","Rock FM, Radio Christian Voice,Hot,Millennium,Pan African,Parliament,Radio 4,United Voice,UNZA Radio,Radio 4,","Millennium,Rock FM,",Millennium,Millennium,"Millennium,Rock FM","Millennium,Rock FM"
60524422,,,"Millennium,Radio Christian Voice, Radio Christian Voice,Joy,Komboni Radio,Radio 1,","Millennium,Radio Christian Voice, Radio Christian Voice,Joy,Komboni Radio,Radio 1,","Radio Christian Voice,Joy,Komboni Radio,Millennium,",,Joy,"Joy,Komboni Radio","Joy,Komboni Radio"
60524423,,,"Komboni Radio, 5FM,Phoenix,Radio 1,","Komboni Radio, 5FM,Phoenix,Radio 1,",Komboni Radio,,nan,Komboni Radio,Komboni Radio
60525354,,,"KNC,Maranatha,Power, Phoenix,Q FM,","KNC,Maranatha,Power, Phoenix,Q FM,","KNC,Maranatha,Phoenix,Power,Q FM",KNC,"KNC,Power","KNC,Maranatha,Phoenix,Power,Q FM","KNC,Maranatha,Phoenix,Power,Q FM"
60525355,,,"KNC,Maranatha,Radio 1, ","KNC,Maranatha,Radio 1, ","KNC,Maranatha,Radio 1,Radio 1,",Radio 1,"KNC,Maranatha,Radio 1,Radio 1 ","KNC,Maranatha,Radio 1,Radio 1","KNC,Maranatha,Radio 1,Radio 1"
60525356,,,"KNC,Radio 4,Maranatha,Phoenix,Power,","KNC,Radio 4,Maranatha,Phoenix,Power,","KNC,Maranatha,Phoenix,Power,Radio 4,,",KNC,"KNC,Phoenix","KNC,Phoenix,Radio 3","KNC,Maranatha,Phoenix,Power,Radio 4,"
60525357,,,"KNC,Maranatha,Power,","KNC,Maranatha,Power,","KNC,Maranatha,Power",KNC,KNC,"KNC,Power","KNC,Power"
60526753,,,"Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio 1,Radio 2,Radio 4, Kokoliko,Yar,","Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio 1,Radio 2,Radio 4, Kokoliko,Yar,","Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Yar,Radio 1,Radio 2,Radio 4,",Phoenix,"Kokoliko,Phoenix","Kokoliko,Phoenix,Radio 1,Radio 1","Kokoliko,Phoenix,Radio 1,Radio 2"
60528190,,,"Breeze,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2, BBC,Feel Free,Maria,Radio Christian Voice,","Breeze,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2, BBC,Feel Free,Maria,Radio Christian Voice,","BBC,Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2","Breeze,PASME,Petauke Explorers,Radio 1","Breeze,PASME,Petauke Explorers,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Radio 1","Breeze,PASME,Petauke Explorers,Radio 1"
60528191,,,"BBC,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2, Breeze,Feel Free,Maria,Parliament,Q FM,Radio 4,Radio Christian Voice,","BBC,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2, Breeze,Feel Free,Maria,Parliament,Q FM,Radio 4,Radio Christian Voice,","Breeze,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,","Breeze,PASME,Petauke Explorers","Breeze,PASME,Petauke Explorers,Radio 1","Breeze,Mphangwe,PASME,Petauke Explorers,Radio 1","Breeze,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2"
60528192,,,"Breeze,Feel Free,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Valley, BBC,Chikaya,Parliament,Q FM,","Breeze,Feel Free,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Valley, BBC,Chikaya,Parliament,Q FM,","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Q FM,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Q FM,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Q FM,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Q FM,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Q FM,Radio 1"
60528193,,,"Breeze, Feel Free,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,","Breeze, Feel Free,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,","Breeze,Feel Free,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,","PASME,Petauke Explorers,Radio 1","PASME,Petauke Explorers,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2"
60528194,,,"Breeze,Maria,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Valley, BBC,Chikaya,Feel Free,Mphangwe,Parliament,Q FM,Radio Café,","Breeze,Maria,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Valley, BBC,Chikaya,Feel Free,Mphangwe,Parliament,Q FM,Radio Café,","BBC,Breeze,Chikaya,Feel Free,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Q FM,Radio 1,Radio 2,Radio Christian Voice,Valley,","PASME,Petauke Explorers","PASME,Petauke Explorers","Breeze,PASME,Petauke Explorers,Radio 1","BBC,Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2"
60528203,,,"Flava FM,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Yar,Radio 1,Radio 2,Radio 4, ","Flava FM,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Yar,Radio 1,Radio 2,Radio 4, ","Radio 1,Radio 4,",,Radio 3,Radio 4,Radio 4
60528461,,,"Flava FM,Icengelo,Kokoliko,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Yar,","Flava FM,Icengelo,Kokoliko,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Yar,","Icengelo,Radio 1,Radio 2",,"Icengelo,Radio 1",Radio 1,"Icengelo,Radio 1,Radio 2"
60529347,,,"Radio Christian Voice, Hot,Komboni Radio,","Radio Christian Voice, Hot,Komboni Radio,",Radio Christian Voice,Christian Voice,Christian Voice,Christian Voice,Christian Voice
60529376,,,"BBC,Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM, Baptist Faith,","BBC,Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM, Baptist Faith,",Sun FM,Sat,Sat,Sat,Sun FM
60529579,,,"BBC,Muchinga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Q FM,Isoka,","BBC,Muchinga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Q FM,Isoka,","BBC,Isoka,Muchinga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,,",,Isoka,Isoka,"BBC,Isoka,Muchinga,Radio 1,Radio 2,Radio 4,Radio Christian Voice,"
60529580,,," Kwenje,Radio 1,Radio 2,"," Kwenje,Radio 1,Radio 2,","Kwenje,Radio 1,Radio 2",,nan,,"Kwenje,Radio 1,Radio 2"
60530085,,,"Byta,Chikuni,Mazabuka,Radio 1,SKY,Radio 1, BBC,Choma Maano,Kariba,Modern,Mosi-0-Tunya,Namwiaanga,Parliament,Q FM,Radio 2,Radio 4,Radio Christian Voice,Salvation Army,Sun FMFM, FM,Vision Maacha,Voice of Kalomo,Young Generation,Radio 2,Radio 4,","Byta,Chikuni,Mazabuka,Radio 1,SKY,Radio 1, BBC,Choma Maano,Kariba,Modern,Mosi-0-Tunya,Namwiaanga,Parliament,Q FM,Radio 2,Radio 4,Radio Christian Voice,Salvation Army,Sun FMFM, FM,Vision Maacha,Voice of Kalomo,Young Generation,Radio 2,Radio 4,","BBC,Chikuni,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,",Mazabuka,"Mazabuka,Parliament,Radio 1,Radio 3","Chikuni,Mazabuka,Parliament,Radio 1,Radio 4,Radio 1,Radio 2","BBC,Chikuni,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4"
60530086,,,"Mazabuka, Choma Maano,Mosi-0-Tunya,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Mazabuka, Choma Maano,Mosi-0-Tunya,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Mazabuka,,Mazabuka,Mazabuka,Mazabuka
60530176,,,"Icengelo,Radio 1,Radio 2, ","Icengelo,Radio 1,Radio 2, ","Radio 1,Radio 2,",,Radio 1,"Radio 1,Radio 1","Radio 1,Radio 2"
60531169,,,"Baptist Faith,BBC,Icengelo,Kokoliko,Phoenix,Radio Christian Voice,Rise FM,Sun FMFM, Radio 1,Radio 2,Radio 4,","Baptist Faith,BBC,Icengelo,Kokoliko,Phoenix,Radio Christian Voice,Rise FM,Sun FMFM, Radio 1,Radio 2,Radio 4,","Baptist Faith,BBC,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun FM",Phoenix,"Baptist Faith,Kokoliko","Baptist Faith,Phoenix,Radio Christian Voice","Baptist Faith,BBC,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun FM"
60531744,,,"Flava FM,Icengelo,Radio 4,Yar, BBC,Chimwemwe,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio Christian Voice,Sun FMFM,Radio 1,Radio 2,Radio 4,Radio 1,","Flava FM,Icengelo,Radio 4,Yar, BBC,Chimwemwe,Parliament,Phoenix,Q FM,Radio 1,Radio 2,Radio Christian Voice,Sun FMFM,Radio 1,Radio 2,Radio 4,Radio 1,","Chimwemwe,Flava FM,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar,","Chimwemwe,Radio 3","Chimwemwe,Radio 3","Chimwemwe,Radio 3","Chimwemwe,Radio 4"
60531824,,,"Chimwemwe,Icengelo,Sun FMFM,Radio 1,Radio 2,Radio 4, Radio Christian Voice,Radio 1,","Chimwemwe,Icengelo,Sun FMFM,Radio 1,Radio 2,Radio 4, Radio Christian Voice,Radio 1,","Chimwemwe,Icengelo,Radio Christian Voice,Sun FM,Radio 1,Radio 2,Radio 4,Radio 1,",,nan,,"Chimwemwe,Icengelo,Sun FM,Radio 1,Radio 2,Radio 4,Radio 1"
60531878,,,"Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4, Radio Christian Voice,","Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4, Radio Christian Voice,","Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Icengelo,Icengelo,Icengelo,Icengelo
60532056,,,"BBC,Chikuni,Choma Maano,Kariba,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Falls,Mosi-0-Tunya,Namwiaanga,SKY,Young Generation,Zambezi,Radio 1,Radio 2,Radio 4,Radio 1,","BBC,Chikuni,Choma Maano,Kariba,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Falls,Mosi-0-Tunya,Namwiaanga,SKY,Young Generation,Zambezi,Radio 1,Radio 2,Radio 4,Radio 1,","BBC,Chikuni,Choma Maano,Falls,Kariba,Mazabuka,Mosi-0-Tunya,Namwiaanga,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Young Generation,Zambezi,Radio 1,Radio 2,Radio 4,",Mazabuka,"BBC,Mazabuka,Radio 1,Radio 2,Radio 3","BBC,Mazabuka,Radio 1,Radio 2,Radio 4,Radio Christian Voice","BBC,Chikuni,Choma Maano,Falls,Kariba,Mazabuka,Mosi-0-Tunya,Namwiaanga,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY,Young Generation,Zambezi,Radio 1,Radio 2,Radio 4,Radio 4"
60532792,,,"Flava FM,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM,Yar, BBC,","Flava FM,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM,Yar, BBC,","Flava FM,Icengelo,Phoenix,Radio 4,",Flava FM,Flava FM,"Flava FM,Icengelo,Phoenix,Radio 3","Flava FM,Icengelo,Phoenix,Radio 4"
60533355,,,"Flava FM,Icengelo,Kokoliko,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Phoenix,","Flava FM,Icengelo,Kokoliko,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Phoenix,","Icengelo,Radio 1,",Icengelo,"Icengelo,Radio 1","Icengelo,Radio 1",Icengelo
60534190,,,"Byta,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 1,Radio 2,Radio 4, BBC,Mosi-0-Tunya,Parliament,Q FM,Radio 4,Radio Christian Voice,SKY,Sun FMFM, FM,","Byta,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 1,Radio 2,Radio 4, BBC,Mosi-0-Tunya,Parliament,Q FM,Radio 4,Radio Christian Voice,SKY,Sun FMFM, FM,","BBC,Byta,Chikuni,Mazabuka,Parliament,Radio 1,Radio 2,Radio 4,Radio 1,Radio 2,Radio 4",Mazabuka,"Mazabuka,Radio 1,Radio 1","BBC,Mazabuka,Radio 1,Radio 2,Radio 3","BBC,Byta,Chikuni,Mazabuka,Parliament,Radio 1,Radio 2,Radio 4,Radio 1,Radio 2,Radio 4"
60534385,,,"Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Sun FMFM,","Chimwemwe,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice, Sun FMFM,","Chimwemwe,Radio 1,",Radio 1,Radio 1,"Chimwemwe,Radio 1","Chimwemwe,Radio 1"
60534386,,,"Radio 1,Radio 2,Ngoma fm,Phoenix,Sun FMFM,","Radio 1,Radio 2,Ngoma fm,Phoenix,Sun FMFM,","Radio 1,Radio 2,",,"Radio 1,Radio 1","Radio 1,Radio 1","Radio 1,Radio 2"
60534387,,,"Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Ngoma fm,BBC,Radio Christian Voice,Sun FMFM,","Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Ngoma fm,BBC,Radio Christian Voice,Sun FMFM,","BBC,Icengelo,Phoenix,,",,nan,,"BBC,Icengelo,Phoenix,"
60534388,,,"Radio 1,Komboni Radio,BBC,Chimwemwe,Radio 2,Radio 4,Sun FMFM,","Radio 1,Komboni Radio,BBC,Chimwemwe,Radio 2,Radio 4,Sun FMFM,","Radio 1,Radio 4,",,nan,"Radio 1,Radio 3","Radio 1,Radio 4"
60534661,,,"Icengelo,Kokoliko,Parliament,Phoenix,Radio 1,Radio 2,Radio 4,Sun FMFM,Yar, ","Icengelo,Kokoliko,Parliament,Phoenix,Radio 1,Radio 2,Radio 4,Sun FMFM,Yar, ",Sun FM,Sat,Sat,Sat,Sun FM
60535857,,,"Flava FM,Icengelo,Radio 1,Radio 2,Radio 4, Phoenix,Radio Christian Voice,Rise FM,Yar,Radio 1,Radio 2,Radio 4,","Flava FM,Icengelo,Radio 1,Radio 2,Radio 4, Phoenix,Radio Christian Voice,Rise FM,Yar,Radio 1,Radio 2,Radio 4,","Flava FM,Icengelo,Radio 1,Radio Christian Voice,",,nan,,Radio 1
60536494,,,"Isoka,Nmano,Radio 1,Radio 2,Radio Christian Voice,","Isoka,Nmano,Radio 1,Radio 2,Radio Christian Voice,","Isoka,Radio 1,Radio 2",,Radio 1,Radio 1,"Isoka,Radio 1,Radio 2"
60536495,,,"Radio 1,Radio 2,Radio 4,Nmano,BBC,","Radio 1,Radio 2,Radio 4,Nmano,BBC,","Radio 1,Radio 2,",Radio 1,"Radio 1,Radio 1","Radio 1,Radio 2","Radio 1,Radio 2"
